"('mid',)","('ordering',)","('title',)","('region',)","('language',)","('types',)","('attributes',)","('isOriginalTitle',)"
tt0096438,38,Кой натопи заека Роджър?,BG,bg,imdbDisplay,,0
tt0096438,39,¿Quién engañó a Roger Rabbit?,MX,,imdbDisplay,,0
tt0096438,3,Uma Cilada para Roger Rabbit,BR,,imdbDisplay,,0
tt0096438,40,Ποιος παγίδεψε τον Ρότζερ Ράμπιτ,GR,,imdbDisplay,,0
tt0096438,41,Chi ha incastrato Roger Rabbit,IT,,imdbDisplay,,0
tt0096438,42,Ко је сместио Зеки Роџеру,RS,,imdbDisplay,,0
tt0096438,43,Who Framed Roger Rabbit,US,,imdbDisplay,,0
tt0096438,44,Roger nyúl a pácban,HU,,,,0
tt0096438,45,Falsches Spiel mit Roger Rabbit,DE,,imdbDisplay,,0
tt0096438,46,Tko Je Smjestio Zeki Rogeru,HR,,imdbDisplay,,0
tt0096438,47,Dead Toons Don't Pay Bills,US,,working,,0
tt0096438,48,Toons,US,,working,,0
tt0096438,49,Qui veut la peau de Roger Rabbit,FR,,imdbDisplay,,0
tt0096438,4,Kas pakišo triušį Rodžerį,LT,,imdbDisplay,,0
tt0096438,50,Who Framed Roger Rabbit 3D,US,,,3-D version,0
tt0096438,51,Cine vrea pielea lui Roger Rabbit?,RO,,imdbDisplay,,0
tt0096438,52,Hvem snørede Roger Rabbit?,DK,,imdbDisplay,,0
tt0096438,5,Falsches Spiel mit Roger Rabbit,XWG,,,,0
tt0096438,6,Who Framed Roger Rabbit,GB,,imdbDisplay,,0
tt0096438,7,Who Censored Roger Rabbit?,US,,working,,0
tt0096438,8,Who Framed Roger Rabbit,IN,en,imdbDisplay,,0
tt0096438,9,Murder in Toontown,US,,working,,0
tt0096446,10,ウィロー,JP,ja,imdbDisplay,,0
tt0096446,11,Willow,DK,,imdbDisplay,,0
tt0096446,12,Vilou,LT,,imdbDisplay,,0
tt0096446,13,Willow,PT,,,,0
tt0096446,14,Willow,CA,fr,imdbDisplay,,0
tt0096446,15,Willow en la tierra del encanto,PE,,imdbDisplay,,0
tt0096446,16,"Willow, i orgi ton thrylon",GR,,,transliterated title,0
tt0096446,17,Віллоу,UA,,imdbDisplay,,0
tt0096446,18,Willow,GB,,imdbDisplay,,0
tt0096446,19,Willow,PL,,,,0
tt0096446,1,Willow,AU,,imdbDisplay,,0
tt0096446,20,Вилоу,RS,,imdbDisplay,,0
tt0096446,21,Willow,AT,,,,0
tt0096446,22,Willow,XWG,,,,0
tt0096446,23,Willow: A Terra da Magia,BR,,tv,,0
tt0096446,24,Willow en la tierra del encanto,UY,,,original subtitled version,0
tt0096446,25,Willow V'Ha-Nessiha,IL,he,,,0
tt0096446,26,Willow,IT,,imdbDisplay,,0
tt0096446,27,Willow - Na Terra da Magia,PT,,imdbDisplay,,0
tt0096446,28,Willow,FR,,imdbDisplay,,0
tt0096446,29,"Willow, en la tierra del encanto",MX,,imdbDisplay,,0
tt0096446,2,Уилоу,BG,bg,imdbDisplay,,0
tt0096446,30,Виллоу,SUHH,ru,imdbDisplay,,0
tt0096446,31,विलो,IN,hi,imdbDisplay,,0
tt0096446,32,Willow,CA,en,imdbDisplay,,0
tt0096446,33,"Γουίλοου, η Οργή των Θρύλων",GR,,imdbDisplay,,0
tt0096446,34,Willow,US,,imdbDisplay,,0
tt0096446,35,Willow,RO,,imdbDisplay,,0
tt0096446,36,Vrbji škrat,SI,,alternative,,0
tt0096446,37,Willow: Na Terra da Magia,BR,,imdbDisplay,,0
tt0096446,38,Willow,PE,,,,0
tt0096446,39,Willow,SI,,imdbDisplay,,0
tt0096446,3,Willow,HU,,imdbDisplay,,0
tt0096446,4,Willow,IN,en,imdbDisplay,,0
tt0096446,5,Willow,ES,,imdbDisplay,,0
tt0096446,6,Willow en la tierra del encanto,AR,,imdbDisplay,,0
tt0096446,7,Willow,,,original,,1
tt0096446,8,風雲際會,TW,,imdbDisplay,,0
tt0096446,9,Willow - Suuri seikkailu,FI,,imdbDisplay,,0
tt0096754,10,Бездната,BG,bg,imdbDisplay,,0
tt0096754,11,Abismo,PT,,imdbDisplay,,0
tt0096754,12,Abyss,ES,,imdbDisplay,,0
tt0096754,13,Gelme,LT,,imdbDisplay,,0
tt0096754,14,El secreto del abismo,MX,,,,0
tt0096754,15,Bezdan,HR,,imdbDisplay,,0
tt0096754,16,द अबिस,IN,hi,,transliterated title,0
tt0096754,17,El secreto del abismo,PE,,imdbDisplay,,0
tt0096754,18,Abyss - Abgrund des Todes,DE,,imdbDisplay,,0
tt0096754,19,Propast,CSHH,,imdbDisplay,,0
tt0096754,1,Brezno,SI,,imdbDisplay,,0
tt0096754,20,The Abyss,IN,hi,imdbDisplay,,0
tt0096754,21,Abyss,TR,tr,,,0
tt0096754,22,The Abyss,GB,,imdbDisplay,,0
tt0096754,23,The Abyss,AU,,imdbDisplay,,0
tt0096754,24,Abyss - Syvyys,FI,,imdbDisplay,,0
tt0096754,25,Priepasť,CZ,,imdbDisplay,,0
tt0096754,26,The Abyss,IN,en,imdbDisplay,,0
tt0096754,27,Priepasť,SK,,imdbDisplay,,0
tt0096754,28,Işığın bittiği yer,TR,tr,imdbDisplay,informal alternative title,0
tt0096754,29,Η άβυσσος,GR,,imdbDisplay,,0
tt0096754,2,A mélység titka,HU,,,,0
tt0096754,30,Бездна,SUHH,ru,imdbDisplay,,0
tt0096754,31,Dybet,DK,,imdbDisplay,,0
tt0096754,32,Afgrond,NL,,,informal literal title,0
tt0096754,33,The Abyss,,,original,,1
tt0096754,34,Abisul,RO,,imdbDisplay,,0
tt0096754,35,Abisu,JP,,imdbDisplay,,0
tt0096754,36,O Segredo do Abismo,BR,,,,0
tt0096754,37,El Secreto del Abismo,UY,,,,0
tt0096754,38,Abyss,FR,,,,0
tt0096754,39,I avyssos,GR,,,transliterated title,0
tt0096754,3,無底洞,TW,,imdbDisplay,,0
tt0096754,40,アビス,JP,ja,imdbDisplay,,0
tt0096754,41,Abyss -Syvyys,FI,,,video box title,0
tt0096754,42,Безодня,UA,,imdbDisplay,,0
tt0096754,43,The Abyss,US,,imdbDisplay,,0
tt0096754,44,Avgrunden,SE,,,,0
tt0096754,45,El abismo,VE,,,,0
tt0096754,46,Abyss - Abgrund des Todes,XWG,,,,0
tt0096754,47,L'abysse,CA,fr,,,0
tt0096754,4,El abismo,AR,,,,0
tt0096754,5,Амбис,RS,,imdbDisplay,,0
tt0096754,6,The Abyss,IT,,imdbDisplay,,0
tt0096754,7,The Abyss,CA,en,imdbDisplay,,0
tt0096754,8,Głębia,PL,,alternative,,0
tt0096754,9,Otchłań,PL,,imdbDisplay,,0
tt0096874,10,Al aoda ela Almostkbal II,EG,ar,imdbDisplay,,0
tt0096874,11,Volver al futuro II,AR,,imdbDisplay,,0
tt0096874,12,Back to the Future Part II,IN,en,imdbDisplay,,0
tt0096874,13,Ritorno al futuro - Parte II,IT,,imdbDisplay,,0
tt0096874,14,Kelajakka qaytib 2,UZ,,imdbDisplay,,0
tt0096874,15,Tilbake til fremtiden II,NO,,imdbDisplay,,0
tt0096874,16,Paradox,US,,,fake working title,0
tt0096874,17,Povratak u budućnost II,HR,,imdbDisplay,,0
tt0096874,18,Paluu tulevaisuuteen II,FI,,alternative,,0
tt0096874,19,Volver al futuro II,UY,,imdbDisplay,,0
tt0096874,1,Back to the Future Part II,GB,,imdbDisplay,,0
tt0096874,20,回到未來2,TW,,imdbDisplay,,0
tt0096874,21,Tillbaka till framtiden del II,FI,sv,imdbDisplay,,0
tt0096874,22,Back to the Future Part II,US,,imdbDisplay,,0
tt0096874,23,Návrat do budúcnosti 2,SK,,imdbDisplay,,0
tt0096874,24,Zurück in die Zukunft II,DE,,imdbDisplay,,0
tt0096874,25,Zurück in die Zukunft Teil II,XWG,,alternative,,0
tt0096874,26,Trở Về Tương Lai Phần 2,VN,,imdbDisplay,,0
tt0096874,27,Vissza a jövőbe II.,HU,,imdbDisplay,,0
tt0096874,28,Назад в будущее II,SUHH,ru,alternative,,0
tt0096874,29,Повратак у будућност 2,RS,,imdbDisplay,,0
tt0096874,2,Zurück in die Zukunft II,XWG,,imdbDisplay,,0
tt0096874,30,Nazad v budushcheye II,SUHH,ru,,transliterated title,0
tt0096874,31,バック・トゥ・ザ・フューチャーPART2,JP,ja,imdbDisplay,,0
tt0096874,32,De Volta para o Futuro II,BR,,imdbDisplay,,0
tt0096874,33,Back to the Future: Part II,JP,en,imdbDisplay,,0
tt0096874,34,Retorn al futur 2,ES,ca,imdbDisplay,,0
tt0096874,35,Back to the Future: Part II,IN,ml,imdbDisplay,,0
tt0096874,36,Návrat do budoucnosti 2,CSHH,,imdbDisplay,,0
tt0096874,37,Inapoi in viitor Partea II,RO,,imdbDisplay,,0
tt0096874,38,Vrnitev v prihodnost 2,SI,,imdbDisplay,,0
tt0096874,39,Regreso al futuro Parte II,VE,,imdbDisplay,,0
tt0096874,3,Zurück in die Zukunft II,AT,,imdbDisplay,,0
tt0096874,40,Regreso al futuro 2,ES,,alternative,,0
tt0096874,41,Atpakaļ nākotnē 2,LV,,imdbDisplay,,0
tt0096874,42,Volver al futuro II,PA,,imdbDisplay,,0
tt0096874,43,Volver al futuro II,PE,,imdbDisplay,,0
tt0096874,44,Volver al futuro II,MX,,imdbDisplay,,0
tt0096874,45,Volver al futuro II,CL,,imdbDisplay,,0
tt0096874,46,Back to the Future Part II,NZ,en,imdbDisplay,,0
tt0096874,47,Volver al futuro II,VE,,alternative,,0
tt0096874,48,Regreso al futuro II,ES,,alternative,,0
tt0096874,49,Povratak u buducnost II,HR,,alternative,,0
tt0096874,4,Назад в будущее 2,RU,,imdbDisplay,,0
tt0096874,50,Powrót do przyszłości II,PL,,imdbDisplay,,0
tt0096874,51,Regresso ao Futuro II,PT,,imdbDisplay,,0
tt0096874,52,Tillbaka till framtiden del II,SE,,imdbDisplay,,0
tt0096874,53,बैक टू द फ़्यूचर: पार्ट II,IN,hi,imdbDisplay,,0
tt0096874,54,Zavrushtane v budeshteto II,BG,bg,,transliterated title,0
tt0096874,55,Geleceğe Dönüş 2,TR,tr,imdbDisplay,,0
tt0096874,56,Retour vers le futur II,FR,,alternative,,0
tt0096874,57,Back to the Future Part II,ID,en,imdbDisplay,,0
tt0096874,58,Завръщане в бъдещето II,BG,bg,imdbDisplay,,0
tt0096874,59,Back to the Future Part II,AE,,imdbDisplay,,0
tt0096874,5,De Volta para o Futuro Parte II,BR,,alternative,,0
tt0096874,60,Návrat do budoucnosti II,CZ,,imdbDisplay,,0
tt0096874,61,Tilbage til fremtiden del II,DK,,imdbDisplay,,0
tt0096874,62,回到未來續集,HK,yue,imdbDisplay,,0
tt0096874,63,Atgal i ateiti II,LT,,imdbDisplay,,0
tt0096874,64,Back to the Future Part II,,,original,,1
tt0096874,65,Back to the Future Part II,CA,en,imdbDisplay,,0
tt0096874,66,Zurück in die Zukunft Teil II,AT,,alternative,,0
tt0096874,67,Retour vers le futur 2,FR,,imdbDisplay,,0
tt0096874,68,Назад у майбутнє 2,UA,,imdbDisplay,,0
tt0096874,69,Volver al futuro II,CO,,imdbDisplay,,0
tt0096874,6,Επιστροφή στο μέλλον 2,GR,,imdbDisplay,,0
tt0096874,70,Epistrofi sto mellon 2,GR,,,transliterated title,0
tt0096874,71,Back to the Future Part II,AU,,imdbDisplay,,0
tt0096874,72,Behazara La'Ateed 2,IL,he,imdbDisplay,,0
tt0096874,73,Volver al futuro parte II,AR,,alternative,,0
tt0096874,74,Regreso al futuro. Parte II,ES,,imdbDisplay,,0
tt0096874,75,Retour vers le futur 2,CA,fr,imdbDisplay,,0
tt0096874,7,Back to the Future Part II,IE,en,imdbDisplay,,0
tt0096874,8,Paluu tulevaisuuteen osa II,FI,,alternative,,0
tt0096874,9,Paluu tulevaisuuteen 2,FI,,imdbDisplay,,0
tt0096895,10,Бетмен,UA,,imdbDisplay,,0
tt0096895,11,蝙蝠俠,TW,,imdbDisplay,,0
tt0096895,12,Batman,AR,,imdbDisplay,,0
tt0096895,13,Batman,SE,,imdbDisplay,,0
tt0096895,14,Batman,CZ,,imdbDisplay,,0
tt0096895,15,Batman,RO,,imdbDisplay,,0
tt0096895,16,Netopierí muž,SK,,imdbDisplay,,0
tt0096895,17,Betmen,XYU,sr,imdbDisplay,,0
tt0096895,18,Бетмен,RS,,imdbDisplay,,0
tt0096895,19,Batman,CA,en,imdbDisplay,,0
tt0096895,1,Batman,NO,,imdbDisplay,,0
tt0096895,20,Batman,IN,bn,imdbDisplay,,0
tt0096895,21,बैटमैन,IN,hi,imdbDisplay,,0
tt0096895,22,Batman,IT,,imdbDisplay,,0
tt0096895,23,Batman,HR,,imdbDisplay,,0
tt0096895,24,Batman,MX,,imdbDisplay,,0
tt0096895,25,Batman,FR,,imdbDisplay,,0
tt0096895,26,Batman,IN,kn,imdbDisplay,,0
tt0096895,27,Betmen,UZ,,imdbDisplay,,0
tt0096895,28,Batman - A denevérember,HU,,imdbDisplay,,0
tt0096895,29,Batman,IN,ta,imdbDisplay,,0
tt0096895,2,Batman,ID,en,imdbDisplay,,0
tt0096895,30,Batman,AU,,imdbDisplay,,0
tt0096895,31,Batman,IN,te,imdbDisplay,,0
tt0096895,32,Betmenas,LT,,imdbDisplay,,0
tt0096895,33,Batman,DE,,imdbDisplay,,0
tt0096895,34,Batman,PH,en,imdbDisplay,,0
tt0096895,35,Denevérember,HU,,alternative,,0
tt0096895,36,Batman,FI,,,video box title,0
tt0096895,37,Batman,ES,ca,,,0
tt0096895,38,Batman,IN,gu,imdbDisplay,,0
tt0096895,39,Batman,IN,en,imdbDisplay,,0
tt0096895,3,Batman,CA,fr,,,0
tt0096895,40,Batman,JP,en,,,0
tt0096895,41,Batman,ES,,imdbDisplay,,0
tt0096895,42,Batman,BR,,imdbDisplay,,0
tt0096895,43,Batman,AT,,imdbDisplay,,0
tt0096895,44,バットマン,JP,ja,imdbDisplay,,0
tt0096895,45,Batman,PE,,imdbDisplay,,0
tt0096895,46,Батман,BG,bg,imdbDisplay,,0
tt0096895,47,Batman,SK,,imdbDisplay,,0
tt0096895,48,Batman,US,,imdbDisplay,,0
tt0096895,49,Batman,IN,ur,imdbDisplay,,0
tt0096895,4,Μπάτμαν,GR,,imdbDisplay,,0
tt0096895,50,Batman,PT,,imdbDisplay,,0
tt0096895,51,Бэтмен,RU,,imdbDisplay,,0
tt0096895,52,Batman,IN,ml,imdbDisplay,,0
tt0096895,53,Batman,IN,mr,imdbDisplay,,0
tt0096895,54,Batman,XWG,,imdbDisplay,,0
tt0096895,55,Batman,GB,,imdbDisplay,,0
tt0096895,56,Batman,PL,,imdbDisplay,,0
tt0096895,5,Batman,UY,,,original subtitled version,0
tt0096895,6,Batman,AE,,imdbDisplay,,0
tt0096895,7,Batman,DK,,imdbDisplay,,0
tt0096895,8,Batman,TR,tr,imdbDisplay,,0
tt0096895,9,Batman,,,original,,1
tt0096928,10,"O Bill, o Ted kai to palavo taxidi",GR,,tv,,0
tt0096928,11,Bill & Ted - paluu menneisyyteen,FI,,tv,,0
tt0096928,12,Bill & Ted's Excellent Adventure,US,,imdbDisplay,,0
tt0096928,13,Неймовірні пригоди Білла і Теда,UA,,imdbDisplay,,0
tt0096928,14,Bill és Ted zseniális kalandja,HU,,imdbDisplay,,0
tt0096928,15,Невероятните приключения на Бил и Тед,BG,bg,imdbDisplay,,0
tt0096928,16,Bill ve Ted'in Maceraları,TR,tr,imdbDisplay,,0
tt0096928,17,Bill & Ted's Excellent Adventure,,,original,,1
tt0096928,18,Bill & Teds verrückte Reise durch die Zeit,DE,,imdbDisplay,,0
tt0096928,19,La magnífica aventura de Bill y Ted,MX,,,,0
tt0096928,1,Οι εξαιρετικές περιπέτειες του Μπιλ και Τεντ (1989),GR,,imdbDisplay,,0
tt0096928,20,The Adventures of Bill and Ted,US,,working,,0
tt0096928,21,Dudes,US,,working,,0
tt0096928,22,Bill & Ted's Excellent Adventure,CA,en,imdbDisplay,,0
tt0096928,23,阿比阿弟的冒險,TW,,imdbDisplay,,0
tt0096928,24,Невероятные приключения Билла и Теда,SUHH,ru,imdbDisplay,,0
tt0096928,25,Frem til fortiden,DK,,imdbDisplay,,0
tt0096928,26,Oi exairetikes peripeteies tou Bill kai tou Ted,GR,,dvd,,0
tt0096928,27,Les excellentes Aventures de Bill et Ted,CA,fr,imdbDisplay,,0
tt0096928,28,Bill & Ted - Paluu menneisyyteen,FI,,,video box title,0
tt0096928,29,Bill kai Ted - Ta kaka paidia pane pantou,GR,,,transliterated title,0
tt0096928,2,Bill and Ted's Excellent Adventure,AU,,,cable TV title,0
tt0096928,30,A Fantástica Aventura de Bill e Ted,PT,,,,0
tt0096928,31,Las alucinantes aventuras de Bill y Ted,ES,,imdbDisplay,,0
tt0096928,32,Billin ja Tedin uskomaton seikkailu,FI,,,,0
tt0096928,33,ビルとテッドの大冒険,JP,ja,imdbDisplay,,0
tt0096928,34,Bill und Teds verrückte Reise durch die Zeit,XWG,,alternative,,0
tt0096928,35,Bill & Ted: Uma Aventura Fantástica,BR,,imdbDisplay,,0
tt0096928,36,Bill & Ted's Excellent Adventure,PH,en,imdbDisplay,,0
tt0096928,37,Bill & Teds verrückte Reise durch die Zeit,XWG,,imdbDisplay,,0
tt0096928,38,Bill y Ted,AR,,,,0
tt0096928,39,Μπιλ και Τεντ: Τα κακά παιδιά πάνε παντού,GR,,alternative,,0
tt0096928,3,Bill & Ted's Excellent Adventure,IN,en,imdbDisplay,,0
tt0096928,40,Bill & Ted's Excellent Adventure,IT,,imdbDisplay,,0
tt0096928,41,Bill & Teds galna äventyr,SE,,,,0
tt0096928,4,L'Excellente Aventure de Bill & Ted,FR,,imdbDisplay,,0
tt0096928,5,Невероватна пустоловина Била и Теда,RS,,imdbDisplay,,0
tt0096928,6,Bill & Ted's Excellent Adventure,GB,,imdbDisplay,,0
tt0096928,7,Bill y Ted: El gran escape al pasado,PE,,imdbDisplay,,0
tt0096928,8,Fantastyczne przygody Billa i Teda,PL,,imdbDisplay,,0
tt0096928,9,La Formidable Aventure de Bill & Ted,FR,,alternative,,0
tt0096969,10,Narozen 4. července,CZ,,imdbDisplay,,0
tt0096969,11,Geboren am 4. Juli,AT,,imdbDisplay,,0
tt0096969,12,Født den 4. juli,DK,,imdbDisplay,,0
tt0096969,13,Nato il quattro luglio,IT,,imdbDisplay,,0
tt0096969,14,Nacido el 4 de julio,VE,,imdbDisplay,,0
tt0096969,15,Born on the Fourth of July,,,original,,1
tt0096969,16,Рожденный четвертого июля,SUHH,ru,imdbDisplay,,0
tt0096969,17,Urodzony 4 lipca,PL,,imdbDisplay,,0
tt0096969,18,Născut pe 4 iulie,RO,,alternative,,0
tt0096969,19,Narodený 4. júla,CSHH,,imdbDisplay,,0
tt0096969,1,Nascido em 4 de Julho,BR,,imdbDisplay,,0
tt0096969,20,Nacido el cuatro de julio,AR,,imdbDisplay,,0
tt0096969,21,Född den fjärde juli,SE,,imdbDisplay,,0
tt0096969,22,Nascut pe patru iulie,RO,,imdbDisplay,,0
tt0096969,23,Γεννημένος την 4η Ιουλίου,GR,,imdbDisplay,,0
tt0096969,24,Born on the Fourth of July,AU,,imdbDisplay,,0
tt0096969,25,Doğum Günü Dört Temmuz,TR,tr,imdbDisplay,,0
tt0096969,26,Nascut el 4 de juliol,ES,ca,imdbDisplay,,0
tt0096969,27,Rođen 4. srpnja,HR,,imdbDisplay,,0
tt0096969,28,Narodený 4. júla,SK,,imdbDisplay,,0
tt0096969,29,Nacido el cuatro de julio,ES,,imdbDisplay,,0
tt0096969,2,Narozen 4. července,CSHH,cs,imdbDisplay,,0
tt0096969,30,Nacido el cuatro de julio,PE,,imdbDisplay,,0
tt0096969,31,Рожденный четвертого июля,RU,,imdbDisplay,,0
tt0096969,32,Born on the Fourth of July,US,,imdbDisplay,,0
tt0096969,33,Született július negyedikén,HU,,alternative,,0
tt0096969,34,Né un 4 juillet,CA,fr,imdbDisplay,,0
tt0096969,35,Narodený 4. júla,CSHH,sk,imdbDisplay,,0
tt0096969,36,Född fjärde juli,FI,sv,imdbDisplay,,0
tt0096969,37,Született július 4-én,HU,,imdbDisplay,,0
tt0096969,38,Né un 4 juillet,FR,,imdbDisplay,,0
tt0096969,39,Рођен четвртог јула,RS,,imdbDisplay,,0
tt0096969,3,Born on the Fourth of July,CA,en,imdbDisplay,,0
tt0096969,40,Rojen četrtega julija,SI,,imdbDisplay,,0
tt0096969,41,Народжений четвертого липня,UA,,imdbDisplay,,0
tt0096969,42,Nacido el 4 de julio,UY,,imdbDisplay,,0
tt0096969,43,Nacido el cuatro de julio,MX,,imdbDisplay,,0
tt0096969,44,Geboren am 4. Juli,XWG,,imdbDisplay,,0
tt0096969,45,Geboren am 4. Juli,DE,,imdbDisplay,,0
tt0096969,46,Gennimenos tin 4i Iouliou,GR,,,transliterated title,0
tt0096969,47,Gimęs liepos 4-ąją,LT,,imdbDisplay,,0
tt0096969,48,七月四日誕生,TW,,imdbDisplay,,0
tt0096969,49,Born on the Fourth of July,GB,,imdbDisplay,,0
tt0096969,4,Født 4. juli,NO,,imdbDisplay,,0
tt0096969,50,7月4日に生まれて,JP,ja,imdbDisplay,,0
tt0096969,51,Роден на четвърти юли,BG,bg,imdbDisplay,,0
tt0096969,52,Sündinud neljandal juulil,EE,,imdbDisplay,,0
tt0096969,5,Né un quatre juillet,FR,,alternative,,0
tt0096969,6,Voleda fi alrabe' men July,EG,ar,imdbDisplay,,0
tt0096969,7,Syntynyt 4. Heinäkuuta,FI,,imdbDisplay,,0
tt0096969,8,Motevaled-e chaharom-e July,IR,fa,imdbDisplay,,0
tt0096969,9,Nascido a 4 de Julho,PT,,imdbDisplay,,0
tt0097165,10,Друштво мртвих песника,RS,,imdbDisplay,,0
tt0097165,11,Dead Poets Society,CA,en,imdbDisplay,,0
tt0097165,12,ديد بويتس سوسايتي,AE,,imdbDisplay,,0
tt0097165,13,Der Club der toten Dichter,DE,,imdbDisplay,,0
tt0097165,14,Mirusių poetų draugija,LT,,imdbDisplay,,0
tt0097165,15,El club de los poetas muertos,ES,,imdbDisplay,,0
tt0097165,16,Dead Poets Society,IN,hi,imdbDisplay,,0
tt0097165,17,Ο κύκλος των χαμένων ποιητών,GR,,imdbDisplay,,0
tt0097165,18,Dagen er din,NO,,imdbDisplay,,0
tt0097165,19,Dead Poets Society,ID,en,imdbDisplay,,0
tt0097165,1,Dead Poets Society,IN,en,imdbDisplay,,0
tt0097165,20,Общество на мъртвите поети,BG,bg,imdbDisplay,,0
tt0097165,21,Der Club der toten Dichter,XWG,,imdbDisplay,,0
tt0097165,22,Kuolleiden runoilijoiden seura,FI,,,,0
tt0097165,23,La sociedad de los poetas muertos,PE,,,,0
tt0097165,24,La sociedad de los poetas muertos,MX,,,,0
tt0097165,25,Dead Poets Society,AU,,imdbDisplay,,0
tt0097165,26,Drustvo mrtvih pesnikov,SI,,imdbDisplay,,0
tt0097165,27,Товариство мертвих поетів,UA,,imdbDisplay,,0
tt0097165,28,Holt költők társasága,HU,,imdbDisplay,,0
tt0097165,29,O Clube dos Poetas Mortos,PT,,,,0
tt0097165,2,Общество мёртвых поэтов,RU,,imdbDisplay,,0
tt0097165,30,死亡诗社,CN,cmn,imdbDisplay,,0
tt0097165,31,Dead Poets Society,SG,en,imdbDisplay,,0
tt0097165,32,Dead Poets Society,,,original,,1
tt0097165,33,春風化雨,TW,,imdbDisplay,,0
tt0097165,34,Döda poeters sällskap,SE,,,,0
tt0097165,35,Ima wo ikiru,JP,,,,0
tt0097165,36,Sociedad de poetas muertos,MX,,alternative,,0
tt0097165,37,La sociedad de los poetas muertos,UY,,,original subtitled version,0
tt0097165,38,Dead Poets Society,PH,en,imdbDisplay,,0
tt0097165,39,La sociedad de los poetas muertos,AR,,,,0
tt0097165,3,Dead Poets Society,GB,,imdbDisplay,,0
tt0097165,40,Sociedade dos Poetas Mortos,BR,,,,0
tt0097165,41,Le Cercle des poètes disparus,FR,,imdbDisplay,,0
tt0097165,42,Ölü Ozanlar Derneği,TR,tr,imdbDisplay,,0
tt0097165,43,Døde poeters klub,DK,,,,0
tt0097165,44,Bekkjarfélagið,IS,,imdbDisplay,,0
tt0097165,45,いまを生きる,JP,ja,imdbDisplay,,0
tt0097165,46,Stowarzyszenie Umarłych Poetów,PL,,imdbDisplay,,0
tt0097165,47,La société des poètes disparus,CA,fr,,,0
tt0097165,48,L'attimo fuggente,IT,,,,0
tt0097165,49,Cercul poeților dispăruți,RO,,imdbDisplay,,0
tt0097165,4,Společnost mrtvých básníků,CZ,,imdbDisplay,,0
tt0097165,5,Спілка мертвих поетів,UA,,alternative,,0
tt0097165,6,Dead Poets Society,US,,imdbDisplay,,0
tt0097165,7,O kyklos ton hamenon poiiton,GR,,,transliterated title,0
tt0097165,8,Društvo mrtvih pjesnika,HR,,imdbDisplay,,0
tt0097165,9,Der Club der toten Dichter,AT,,imdbDisplay,,0
tt0097239,10,Ο σοφέρ της κυρίας Ντέιζι,GR,,imdbDisplay,,0
tt0097239,11,Driving Miss Daisy,AU,,imdbDisplay,,0
tt0097239,12,Tot passejant Miss Daisy,ES,ca,imdbDisplay,,0
tt0097239,13,Шофер мисс Дэйзи,SUHH,ru,imdbDisplay,,0
tt0097239,14,Miss Daisy und ihr Chauffeur,XWG,,imdbDisplay,,0
tt0097239,15,ドライビング・MISS・デイジー,JP,ja,imdbDisplay,,0
tt0097239,16,Driving Miss Daisy,IN,en,imdbDisplay,,0
tt0097239,17,Miss Daisy,PT,,imdbDisplay,,0
tt0097239,18,"Palveluksessanne, Miss Daisy",FI,,imdbDisplay,,0
tt0097239,19,O chauffeur tis kas Daisy,GR,,,transliterated title,0
tt0097239,1,Sõidutades miss Daisyt,EE,,imdbDisplay,,0
tt0097239,20,Sofer gospodicne Daisy,SI,,imdbDisplay,,0
tt0097239,21,溫馨接送情,TW,,imdbDisplay,,0
tt0097239,22,A spasso con Daisy,IT,,imdbDisplay,,0
tt0097239,23,Возећи госпођицу Дејзи,RS,,imdbDisplay,,0
tt0097239,24,Conduzindo Miss Daisy,BR,,imdbDisplay,,0
tt0097239,25,为戴茜小姐开车,CN,cmn,imdbDisplay,,0
tt0097239,26,Ponios Deizes vairuotojas,LT,,imdbDisplay,,0
tt0097239,27,Miss Daisy und ihr Chauffeur,AT,,imdbDisplay,,0
tt0097239,28,Ranandegi bara-ye khanom-e daisy,IR,fa,imdbDisplay,,0
tt0097239,29,Driving Miss Daisy,PH,en,imdbDisplay,,0
tt0097239,2,Paseando a Miss Daisy,ES,,imdbDisplay,,0
tt0097239,30,Водій міс Дейзі,UA,,imdbDisplay,,0
tt0097239,31,Driving Miss Daisy,US,,imdbDisplay,,0
tt0097239,32,Wożąc panią Daisy,PL,,imdbDisplay,,0
tt0097239,33,Да возиш мис Дейзи,BG,bg,imdbDisplay,,0
tt0097239,34,Ha-Na'hug Shel Miss Daisy,IL,he,imdbDisplay,,0
tt0097239,35,Paseando a Miss Daisy,PE,,imdbDisplay,,0
tt0097239,36,Miss Daisy und ihr Chauffeur,DE,,imdbDisplay,,0
tt0097239,37,El chofer y la señora Daisy,MX,,imdbDisplay,,0
tt0097239,38,Driving Miss Daisy,,,original,,1
tt0097239,39,Conduciendo a Miss Daisy,AR,,imdbDisplay,,0
tt0097239,3,Bayan Daisy ve Şoförü,TR,tr,imdbDisplay,,0
tt0097239,40,På tur med Miss Daisy,NO,,imdbDisplay,,0
tt0097239,41,Miss Daisy et son chauffeur,CA,fr,imdbDisplay,,0
tt0097239,42,Șoferul doamnei Daisy,RO,,imdbDisplay,,0
tt0097239,43,Driving Miss Daisy,CA,en,imdbDisplay,,0
tt0097239,44,På väg med miss Daisy,SE,,imdbDisplay,,0
