"('mid',)","('titleType',)","('primaryTitle',)","('originalTitle',)","('isAdult',)","('startYear',)","('endYear',)","('runtimeMinutes',)"
tt0071356,movie,The Man Who Couldn't Get Enough,The Man Who Couldn't Get Enough,0,1974,,80
tt0071357,movie,Confessions of a Window Cleaner,Confessions of a Window Cleaner,0,1974,,90
tt0071358,movie,Conrack,Conrack,0,1974,,106
tt0071359,movie,Immoral Tales,Contes immoraux,0,1973,,103
tt0071360,movie,The Conversation,The Conversation,0,1974,,113
tt0071361,movie,Coonskin,Coonskin,0,1974,,100
tt0071362,movie,The Body,Il corpo,0,1974,,93
tt0071369,movie,Crazy Joe,Crazy Joe,0,1974,,100
tt0071370,movie,The Crazy World of Julius Vrooder,The Crazy World of Julius Vrooder,0,1974,,98
tt0071372,tvMovie,Cry Panic,Cry Panic,0,1974,,74
tt0071373,tvMovie,Cry Rape,Cry Rape,0,1973,,75
tt0071374,tvMovie,A Cry in the Wilderness,A Cry in the Wilderness,0,1974,,74
tt0071377,movie,The Cousin,La cugina,0,1974,,90
tt0071381,movie,Celine and Julie Go Boating,Céline et Julie vont en bateau: Phantom Ladies Over Paris,0,1974,,193
tt0071384,movie,Daguerreotypes,Daguerreotypes,0,1975,,78
tt0071385,movie,Daisy Miller,Daisy Miller,0,1974,,91
tt0071386,movie,Dakota,Dakota,0,1974,,100
tt0071389,movie,All Men Are Brothers,Dong kai ji,0,1975,,101
tt0071391,movie,Dark Places,Dark Places,0,1974,,91
tt0071392,tvMovie,The Day the Earth Moved,The Day the Earth Moved,0,1974,,75
tt0071394,movie,Dead Cert,Dead Cert,0,1974,,99
tt0071395,tvMovie,The Dead Don't Die,The Dead Don't Die,0,1975,,74
tt0071396,movie,Messiah of Evil,Messiah of Evil,0,1973,,90
tt0071398,movie,Deadly Strangers,Deadly Strangers,0,1975,,88
tt0071399,tvMovie,Death Cruise,Death Cruise,0,1974,,75
tt0071400,tvMovie,Death Sentence,Death Sentence,0,1974,,74
tt0071401,tvMovie,Death Stalk,Death Stalk,0,1975,,73
tt0071402,movie,Death Wish,Death Wish,0,1974,,93
tt0071404,movie,Delitto d'amore,Delitto d'amore,0,1974,,108
tt0071406,movie,Pastoral: To Die in the Country,Den-en ni shisu,0,1974,,104
tt0071408,movie,Deranged: Confessions of a Necrophile,Deranged,0,1974,,84
tt0071411,movie,Dersu Uzala,Dersu Uzala,0,1975,,142
tt0071412,movie,The Destructors,The Marseille Contract,0,1974,,87
tt0071413,movie,Devil Times Five,Peopletoys,0,1974,,88
tt0071415,movie,Devil's Possessed,El mariscal del infierno,0,1974,,95
tt0071416,movie,The Devil's Triangle,The Devil's Triangle,0,1971,,60
tt0071417,movie,"Di Tresette ce n'è uno, tutti gli altri son nessuno","Di Tresette ce n'è uno, tutti gli altri son nessuno",0,1974,,93
tt0071424,movie,Dirty Mary Crazy Larry,Dirty Mary Crazy Larry,0,1974,,93
tt0071426,tvMovie,The Disappearance of Flight 412,The Disappearance of Flight 412,0,1974,,72
tt0071427,movie,Dialogues of Exiles,Diálogos de exiliados,0,1975,,100
tt0071428,movie,Mothers and Daughters,Dochki-materi,0,1975,,101
tt0071429,movie,Touched in the Head,Les doigts dans la tête,0,1974,,104
tt0071431,movie,Let Sleeping Corpses Lie,No profanar el sueño de los muertos,0,1974,,95
tt0071436,movie,Dost,Dost,0,1974,,164
tt0071437,movie,Double Agent 73,Double Agent 73,0,1974,,73
tt0071438,movie,The Dove,The Dove,0,1974,,105
tt0071439,movie,The Vengeance of Doctor Mabuse,Dr. M schlägt zu,0,1972,,100
tt0071442,movie,The Driver's Seat,Identikit,0,1974,,105
tt0071443,movie,Drzwi w murze,Drzwi w murze,0,1974,,91
tt0071445,movie,Lust for Gold,Duhul aurului,0,1974,,88
tt0071447,movie,A dunai hajós,A dunai hajós,0,1974,,97
tt0071448,movie,Dunderklumpen!,Dunderklumpen!,0,1974,,97
tt0071449,movie,The Common Man,Dupont Lajoie,0,1975,,100
tt0071450,short,Dyketactics,Dyketactics,0,1974,,4
tt0071454,movie,"Eadweard Muybridge, Zoopraxographer","Eadweard Muybridge, Zoopraxographer",0,1975,,59
tt0071455,movie,Earthquake,Earthquake,0,1974,,122
tt0071456,movie,The Education of Sonny Carson,The Education of Sonny Carson,0,1974,,104
tt0071458,movie,Effi Briest,Fontane Effi Briest,0,1974,,140
tt0071459,movie,One or the Other,Einer von uns beiden,0,1974,,105
tt0071463,tvMovie,The Elevator,The Elevator,0,1974,,75
tt0071464,movie,Emmanuelle,Emmanuelle,0,1974,,94
tt0071465,movie,Demon Witch Child,La endemoniada,0,1975,,90
tt0071466,movie,Endise,Endise,0,1974,,85
tt0071471,movie,Evil Eye,Malocchio,0,1975,,106
tt0071474,movie,Esupai,Esupai,0,1974,,94
tt0071477,tvMovie,The Execution of Private Slovik,The Execution of Private Slovik,0,1974,,120
tt0071478,movie,Exorcismo,Exorcismo,0,1975,,90
tt0071479,movie,Exorcismo Negro,Exorcismo Negro,0,1974,,100
tt0071481,tvMovie,F. Scott Fitzgerald and 'the Last of the Belles',F. Scott Fitzgerald and 'The Last of the Belles',0,1974,,120
tt0071483,movie,Wrong Move,Falsche Bewegung,0,1975,,103
tt0071484,short,The Family That Dwelt Apart,The Family That Dwelt Apart,0,1973,,8
tt0071486,movie,White Collar Blues,Fantozzi,0,1975,,108
tt0071487,movie,The Phantom of Liberty,Le fantôme de la liberté,0,1974,,104
tt0071489,movie,Farfallon,Farfallon,0,1974,,93
tt0071492,movie,The Woman in Red Boots,La femme aux bottes rouges,0,1974,,95
tt0071493,movie,Femmes femmes,Femmes femmes,0,1974,,115
tt0071494,tvMovie,Fer-de-Lance,Fer-de-Lance,0,1974,,100
tt0071497,movie,Film About a Woman Who...,Film About a Woman Who...,0,1974,,90
tt0071498,movie,The Butt,Fimpen,0,1974,,89
tt0071500,movie,While There's War There's Hope,Finché c'è guerra c'è speranza,0,1974,,116
tt0071502,movie,Arabian Nights,Il fiore delle mille e una notte,0,1974,,130
tt0071505,movie,Five and the Spies,De 5 og spionerne,0,1969,,81
tt0071507,movie,"Flavia, the Heretic","Flavia, la monaca musulmana",0,1974,,96
tt0071508,movie,Flesh for Frankenstein,Flesh for Frankenstein,0,1973,,95
tt0071512,movie,The Flying Guillotine,Xue di zi,0,1975,,105
tt0071514,movie,For Pete's Sake,For Pete's Sake,0,1974,,90
tt0071517,movie,Foxy Brown,Foxy Brown,0,1974,,92
tt0071518,movie,Frankenstein '80,Frankenstein '80,0,1972,,85
tt0071519,movie,Frankenstein and the Monster from Hell,Frankenstein and the Monster from Hell,0,1974,,95
tt0071521,movie,Freebie and the Bean,Freebie and the Bean,0,1974,,113
tt0071523,movie,Frightmare,Frightmare,0,1974,,88
tt0071524,movie,The Front Page,The Front Page,0,1974,,105
tt0071532,movie,The Gambler,The Gambler,0,1974,,111
tt0071535,movie,The Loreley's Grasp,Las garras de Lorelei,0,1973,,85
tt0071536,tvMovie,The Gathering Storm,The Gathering Storm,0,1974,,75
tt0071537,movie,Eyeball,Gatti rossi in un labirinto di vetro,0,1975,,100
tt0071542,movie,Bedtime Stories for Grownups,Wenn die prallen Möpse hüpfen,0,1974,,75
tt0071544,movie,General Idi Amin Dada: A Self Portrait,Général Idi Amin Dada: Autoportrait,0,1974,,92
tt0071548,tvEpisode,Get Christie Love!,Get Christie Love!,0,1974,,74
tt0071549,movie,Stranger and the Fog,Gharibeh Va Meh,0,1976,,140
tt0071550,movie,The Slap,La gifle,0,1974,,104
tt0071552,movie,Gina,Gina,0,1975,,95
tt0071553,tvMovie,The Girl Who Came Gift-Wrapped,The Girl Who Came Gift-Wrapped,0,1974,,74
tt0071554,movie,The Girl from Petrovka,The Girl from Petrovka,0,1974,,103
tt0071557,movie,The Gypsy,Le gitan,0,1975,,102
tt0071558,movie,Red Coat,Giubbe rosse,0,1975,,88
tt0071560,movie,Evil Town,Evil Town,0,1977,,82
tt0071562,movie,The Godfather: Part II,The Godfather: Part II,0,1974,,202
tt0071565,movie,Godzilla vs. Mechagodzilla,Gojira tai Mekagojira,0,1974,,84
tt0071566,movie,Gold,Gold,0,1974,,120
tt0071567,movie,The Golden Lotus,Jin ping shuang yan,0,1974,,112
tt0071568,movie,Golden Needles,Golden Needles,0,1974,,92
tt0071569,movie,The Golden Voyage of Sinbad,The Golden Voyage of Sinbad,0,1973,,105
tt0071570,tvEpisode,Goldilocks and the 3 Bears,Goldilocks and the 3 Bears,0,1984,,48
tt0071571,movie,Gone in 60 Seconds,Gone in 60 Seconds,0,1974,,105
tt0071572,movie,"Good to See You Again, Alice Cooper","Good to See You Again, Alice Cooper",0,1974,,81
tt0071575,movie,The Dion Brothers,The Gravy Train,0,1974,,94
tt0071576,tvMovie,Great Expectations,Great Expectations,0,1974,,124
tt0071577,movie,The Great Gatsby,The Great Gatsby,0,1974,,144
tt0071579,movie,The Great McGonagall,The Great McGonagall,0,1975,,95
tt0071583,movie,The Groove Tube,The Groove Tube,0,1974,,75
tt0071585,movie,Conversation Piece,Gruppo di famiglia in un interno,0,1974,,121
tt0071587,movie,The Mouth Agape,La gueule ouverte,0,1974,,82
tt0071588,movie,Games Gamblers Play,Gwai ma seung sing,0,1974,,107
tt0071589,tvMovie,The Gun and the Pulpit,The Gun and the Pulpit,0,1974,,74
tt0071593,tvMovie,The Hanged Man,The Hanged Man,0,1974,,73
tt0071596,short,The Happy Prince,The Happy Prince,0,1974,,25
tt0071597,movie,Harrad Summer,Harrad Summer,0,1974,,103
tt0071598,movie,Harry and Tonto,Harry and Tonto,0,1974,,115
tt0071599,movie,Chance and Violence,Le hasard et la violence,0,1974,,83
tt0071600,movie,Les hautes solitudes,Les hautes solitudes,0,1974,,80
tt0071604,movie,Hearts and Minds,Hearts and Minds,0,1974,,112
tt0071605,tvMovie,Heatwave!,Heatwave!,0,1974,,90
tt0071606,movie,Help! The Doctor Is Drowning,"Help, de dokter verzuipt!",0,1974,,94
tt0071607,movie,Herbie Rides Again,Herbie Rides Again,0,1974,,88
tt0071608,short,The Heron and the Crane,Tsaplya i zhuravl,0,1974,,10
tt0071609,movie,Himiko,Himiko,0,1974,,100
tt0071610,tvMovie,Hit Lady,Hit Lady,0,1974,,72
tt0071611,tvMovie,Hitchhike!,Hitchhike!,0,1974,,90
tt0071613,movie,Holiday on the Buses,Holiday on the Buses,0,1973,,87
tt0071615,movie,The Holy Mountain,La montaña sagrada,0,1973,,114
tt0071617,movie,Homebodies,Homebodies,0,1974,,96
tt0071619,movie,Shaolin Martial Arts,Hong quan yu yong chun,0,1974,,106
tt0071622,movie,The Clockmaker of St. Paul,L'horloger de Saint-Paul,0,1974,,105
tt0071624,movie,Hot Summer in Barefoot County,Hot Summer in Barefoot County,0,1974,,90
tt0071625,movie,A Hard Day for Archie,Hot Times,0,1974,,80
tt0071626,movie,The Bride,The House That Cried Murder,0,1973,,85
tt0071627,movie,The House of Seven Corpses,The House of Seven Corpses,0,1974,,88
tt0071628,movie,House of Whipcord,House of Whipcord,0,1974,,102
tt0071629,movie,The House on Skull Mountain,The House on Skull Mountain,0,1974,,89
tt0071632,movie,The Skyhawk,Huang Fei Hong xiao lin quan,0,1974,,90
tt0071633,movie,Hubal,Hubal,0,1973,,126
tt0071634,movie,Huckleberry Finn,Huckleberry Finn,0,1974,,118
tt0071635,movie,"Humain, trop humain","Humain, trop humain",0,1974,,75
tt0071636,short,Hunger,Hunger,0,1974,,12
tt0071638,tvMovie,Hurricane,Hurricane,0,1974,,74
tt0071639,movie,I Dismember Mama,Poor Albert and Little Annie,0,1972,,81
tt0071642,movie,Girls for Rent,Girls for Rent,0,1974,,92
tt0071646,movie,Here and Elsewhere,Ici et ailleurs,0,1976,,53
tt0071647,movie,Idaho Transfer,Idaho Transfer,0,1973,,86
tt0071648,movie,Il faut vivre dangereusement,Il faut vivre dangereusement,0,1975,,105
tt0071649,movie,Il était une fois dans l'est,Il était une fois dans l'est,0,1974,,101
tt0071650,movie,Ilsa: She Wolf of the SS,Ilsa: She Wolf of the SS,0,1975,,96
tt0071651,movie,Ilustrate cu flori de câmp,Ilustrate cu flori de câmp,0,1975,,86
tt0071653,movie,Impossible Is Not French,Impossible... pas français,0,1974,,90
tt0071654,movie,Impulse,Impulse,0,1974,,82
tt0071655,movie,In Danger and Dire Distress the Middle of the Road Leads to Death,In Gefahr und größter Not bringt der Mittelweg den Tod,0,1974,,90
tt0071658,movie,Death Will Have Your Eyes,La moglie giovane,0,1974,,93
tt0071661,movie,Inn of the Damned,Inn of the Damned,0,1975,,118
tt0071662,movie,Innocence and Desire,Innocenza e turbamento,0,1974,,105
tt0071663,movie,The Internecine Project,The Internecine Project,0,1974,,89
tt0071666,movie,Invasion from Inner Earth,Invasion from Inner Earth,0,1974,,94
tt0071667,movie,Morel's Invention,L'invenzione di Morel,0,1974,,110
tt0071671,movie,The Island at the Top of the World,The Island at the Top of the World,0,1974,,93
tt0071675,movie,It's Alive,It's Alive,0,1974,,91
tt0071676,tvMovie,It's Good to Be Alive,It's Good to Be Alive,0,1974,,100
tt0071677,movie,It's Not the Size That Counts,Percy's Progress,0,1974,,90
tt0071678,tvShort,"It's a Mystery, Charlie Brown","It's a Mystery, Charlie Brown",0,1974,,24
tt0071679,tvShort,"It's the Easter Beagle, Charlie Brown!","It's the Easter Beagle, Charlie Brown!",0,1974,,30
tt0071680,movie,Italianamerican,Italianamerican,0,1974,,49
tt0071682,movie,"Jáchyme, hod ho do stroje!","Jáchyme, hod ho do stroje!",0,1974,,95
tt0071685,short,Jaime,Jaime,0,1974,,35
tt0071686,movie,Jak to sie robi,Jak to sie robi,0,1974,,78
tt0071687,movie,"How to Drown Dr. Mracek, the Lawyer",Jak utopit dr. Mrácka aneb Konec vodníku v Cechách,0,1975,,96
tt0071688,movie,Jacob the Liar,"Jakob, der Lügner",0,1974,,100
tt0071689,movie,Janosik,Janosik,0,1974,,119
tt0071690,movie,Je Tu Il Elle,Je tu il elle,0,1974,,86
tt0071691,movie,The Enigma of Kaspar Hauser,Jeder für sich und Gott gegen alle,0,1974,,110
tt0071693,movie,Jenaro el de los 14,Jenaro el de los 14,0,1974,,85
tt0071694,movie,The Murdered Young Girl,La jeune fille assassinée,0,1974,,100
tt0071695,movie,Lone Wolf and Cub: White Heaven in Hell,Kozure Ôkami: Jigoku e ikuzo! Daigorô,0,1974,,83
tt0071696,movie,Police Tactics,Jingi naki tatakai: Chôjô sakusen,0,1974,,101
tt0071703,tvMovie,Judge Dee and the Monastery Murders,Judge Dee and the Monastery Murders,0,1974,,100
tt0071706,movie,Juggernaut,Juggernaut,0,1974,,109
tt0071707,movie,"Reason, Debate and a Story","Jukti, Takko Aar Gappo",0,1974,,113
tt0071708,movie,The Prize Trap,Jutalomutazás,0,1975,,85
tt0071711,movie,"Captain Mikula, the Kid",Kapetan Mikula Mali,0,1974,,95
tt0071712,movie,The Bod Squad,Yang chi,0,1974,,92
tt0071713,movie,Karl May,Karl May,0,1974,,187
tt0071714,movie,Kasauti,Kasauti,0,1974,,131
tt0071715,movie,Kazablan,Kazablan,0,1973,,122
tt0071717,tvMovie,Killdozer,Killdozer,0,1974,,74
tt0071718,tvMovie,Killer Bees,Killer Bees,0,1974,,74
tt0071721,movie,The Klansman,The Klansman,0,1974,,112
tt0071722,movie,A Knife for the Ladies,A Knife for the Ladies,0,1974,,86
tt0071730,movie,Kunwara Baap,Kunwara Baap,0,1974,,137
tt0071733,movie,"Lacombe, Lucien",Lacombe Lucien,0,1974,,138
tt0071736,tvMovie,The Lady's Not for Burning,The Lady's Not for Burning,0,1974,,120
tt0071737,movie,Lancelot of the Lake,Lancelot du Lac,0,1974,,88
tt0071740,tvMovie,Larry,Larry,0,1974,,80
tt0071742,movie,"Those Mad, Mad Moviemakers",The Last Porno Flick,0,1974,,88
tt0071743,movie,Law and Disorder,Law and Disorder,0,1974,,101
tt0071746,movie,Lenny,Lenny,0,1974,,111
tt0071749,tvMovie,Lev Gurych Sinichkin,Lev Gurych Sinichkin,0,1974,,80
tt0071753,movie,Liebesgrüße aus der Lederhos'n,Liebesgrüße aus der Lederhos'n,0,1973,,92
tt0071754,movie,Julia,Es war nicht die Nachtigall,0,1974,,88
tt0071756,movie,Lifespan,Lifespan,0,1975,,77
tt0071758,movie,Lina Braake,Lina Braake,0,1975,,85
tt0071759,tvEpisode,Little House on the Prairie,Little House on the Prairie,0,1974,,96
tt0071760,movie,Little Malcolm and His Struggle Against the Eunuchs,Little Malcolm and His Struggle Against the Eunuchs,0,1974,,109
tt0071762,movie,The Little Prince,The Little Prince,0,1974,,88
tt0071766,movie,They Called Him the Player with the Dead,Lo chiamavano Tresette... giocava sempre col morto,0,1973,,87
tt0071769,tvMovie,Locusts,Locusts,0,1974,,74
tt0071771,movie,The Longest Yard,The Longest Yard,0,1974,,121
tt0071772,movie,The Lords of Flatbush,The Lords of Flatbush,0,1974,,86
tt0071773,movie,Lost in the Stars,Lost in the Stars,0,1974,,97
tt0071777,movie,Love at First Sight,Love at First Sight,0,1977,,85
tt0071780,movie,Lovin' Molly,Lovin' Molly,0,1974,,98
tt0071782,movie,Lucky Luciano,Lucky Luciano,0,1973,,105
tt0071783,movie,Young Lucrezia,Lucrezia giovane,0,1974,,80
tt0071784,movie,El karate el Colt y el impostor,El karate el Colt y el impostor,0,1974,,105
tt0071786,movie,The Earth Is a Sinful Song,Maa on syntinen laulu,0,1973,,108
tt0071788,movie,Macon County Line,Macon County Line,0,1974,,89
tt0071790,movie,Madhouse,Madhouse,0,1974,,92
tt0071791,movie,Ghost Story,Ghost Story,0,1974,,87
tt0071793,movie,"Me, Too, in the Mafia",Mafiaen - det er osse mig!,0,1974,,91
tt0071795,movie,The Devil's Female,"Magdalena, vom Teufel besessen",0,1974,,120
tt0071797,movie,Mahler,Mahler,0,1974,,115
tt0071798,movie,The Maids,The Maids,0,1975,,95
tt0071800,movie,Compulsed,Majboor,0,1974,,155
tt0071802,movie,Mama's Dirty Girls,Mama's Dirty Girls,0,1974,,82
tt0071803,movie,Mame,Mame,0,1974,,132
tt0071804,movie,Man About the House,Man About the House,0,1974,,90
tt0071806,movie,Man on a Swing,Man on a Swing,0,1974,,110
tt0071807,movie,The Man with the Golden Gun,The Man with the Golden Gun,0,1974,,125
tt0071811,movie,Manoranjan,Manoranjan,0,1974,,158
tt0071815,movie,Mariken van Nieumeghen,Mariken van Nieumeghen,0,1974,,80
tt0071817,tvMovie,The Mark of Zorro,The Mark of Zorro,0,1974,,78
tt0071818,movie,Confidential: Secret Market,(Maruhi) shikijô mesu ichiba,0,1974,,83
tt0071819,movie,La Mary,La Mary,0,1974,,107
tt0071824,movie,McQ,McQ,0,1974,,111
tt0071828,tvMovie,Melvin Purvis G-MAN,Melvin Purvis G-MAN,0,1974,,74
tt0071832,movie,The Marvelous Visit,La merveilleuse visite,0,1974,,100
tt0071833,movie,Mes Petites Amoureuses,Mes petites amoureuses,0,1974,,123
tt0071838,movie,The Midnight Man,The Midnight Man,0,1974,,117
tt0071840,movie,Almost Human,Milano odia: la polizia non può sparare,0,1974,,99
tt0071841,movie,Milarepa,Milarepa,0,1974,,108
tt0071842,movie,The Middle of the World,Le milieu du monde,0,1974,,115
tt0071844,movie,Till Marriage Do Us Part,"Mio Dio, come sono caduta in basso!",0,1974,,110
tt0071845,movie,Miracles Still Happen,I miracoli accadono ancora,0,1974,,87
tt0071847,tvMovie,The Missiles of October,The Missiles of October,0,1974,,150
tt0071850,movie,Mixed Company,Mixed Company,0,1974,,109
tt0071853,movie,Monty Python and the Holy Grail,Monty Python and the Holy Grail,0,1975,,91
tt0071854,movie,Moonrunners,Moonrunners,0,1975,,110
tt0071855,movie,Moonchild,Moonchild,0,1972,,90
tt0071856,tvMovie,The Morning After,The Morning After,0,1974,,75
tt0071857,movie,Moses and Aaron,Moses und Aron,0,1975,,107
tt0071858,movie,"Moskva, lyubov moya","Moskva, lyubov moya",0,1974,,95
tt0071859,movie,The Traveler,Mossafer,0,1974,,83
tt0071862,tvMovie,Mousey,Mousey,0,1974,,85
tt0071863,movie,I'm Losing My Temper,La moutarde me monte au nez,0,1974,,92
tt0071864,movie,Love at the Top,Le mouton enragé,0,1974,,105
tt0071866,movie,Mr. Majestyk,Mr. Majestyk,0,1974,,103
tt0071867,movie,Mr. Sycamore,Mr. Sycamore,0,1975,,87
tt0071868,tvMovie,Mrs. Sundance,Mrs. Sundance,0,1974,,75
tt0071870,tvMovie,Much Ado About Nothing,Much Ado About Nothing,0,1973,,158
tt0071876,tvEpisode,Murder on the Midnight Express,Night Is the Time for Killing,0,1975,,73
tt0071877,movie,Murder on the Orient Express,Murder on the Orient Express,0,1974,,128
tt0071880,movie,The Last 4 Days,Mussolini ultimo atto,0,1974,,126
tt0071885,movie,Tempting Roommates,"Mädchen, die sich selbst bedienen",0,1975,,69
tt0071889,movie,Through and Through,Na wylot,0,1973,,70
tt0071890,movie,The Nada Gang,Nada,0,1974,,133
tt0071897,movie,Nazareno Cruz and the Wolf,Nazareno Cruz y el lobo,0,1975,,92
tt0071899,movie,The Immortals,Nemuritorii,0,1974,,103
tt0071902,movie,Newman's Law,Newman's Law,0,1974,,98
tt0071903,tvEpisode,The Next Victim,The Next Victim,0,1976,,66
tt0071907,movie,Nie ma mocnych,Nie ma mocnych,0,1974,,89
tt0071908,movie,A Jungle Book of Regulations,Nie ma rózy bez ognia,0,1974,,91
tt0071910,movie,The Night Porter,Il portiere di notte,0,1974,,118
tt0071913,movie,The Nine Lives of Fritz the Cat,The Nine Lives of Fritz the Cat,0,1974,,77
tt0071914,movie,19 Red Roses,Nitten røde roser,0,1974,,99
tt0071923,movie,Prophecies of Nostradamus,Nosutoradamusu no daiyogen,0,1974,,90
tt0071924,tvEpisode,Not Guilty!,The Next Scream You Hear,0,1974,,75
tt0071928,movie,Nu filmam sa ne amuzam,Nu filmam sa ne amuzam,0,1974,,
tt0071930,movie,The Dragon Tamers,Nu zi tai quan qun ying hui,0,1975,,107
tt0071933,movie,Noedebo Vicarage,Nøddebo præstegaard,0,1974,,90
tt0071935,movie,The Odessa File,The Odessa File,0,1974,,130
tt0071938,movie,Old Dracula,Vampira,0,1974,,88
tt0071939,movie,The Last Exploits of the Olsen Gang,Olsen-bandens sidste bedrifter,0,1974,,102
tt0071942,movie,One by One,One by One,0,1974,,100
tt0071949,movie,Orderers,Les ordres,0,1974,,109
tt0071950,movie,Footprints on the Moon,Le orme,0,1975,,96
tt0071951,movie,Autumn,Osen,0,1974,,93
tt0071953,movie,Tora-san's Shattered Romance,Otoko wa tsurai yo: Junjô hen,0,1971,,89
tt0071956,movie,Written Off,Otpisani,0,1974,,88
tt0071957,movie,Teens in the Universe,Otroki vo vselennoy,0,1975,,84
tt0071959,movie,Our Time,Our Time,0,1974,,90
tt0071960,movie,The Outfit,The Outfit,0,1973,,103
tt0071962,short,The Owl Who Married a Goose: An Eskimo Legend,The Owl Who Married a Goose: An Eskimo Legend,0,1974,,8
tt0071964,movie,La Paloma,La Paloma,0,1974,,110
tt0071966,movie,Paperback Hero,Paperback Hero,0,1973,,93
tt0071967,movie,A Woman Possessed,La papesse,0,1975,,95
tt0071968,tvMovie,Parade,Parade,0,1974,,90
tt0071970,movie,The Parallax View,The Parallax View,0,1974,,102
tt0071973,movie,Hell River,Partizani,0,1974,,102
tt0071974,movie,The Wonderful Crook,Pas si méchant que ça,0,1975,,112
tt0071976,movie,Rebellion in Patagonia,La Patagonia rebelde,0,1974,,110
tt0071978,movie,Paul and Michelle,Paul and Michelle,0,1974,,105
tt0071981,movie,A Pendragon legenda,A Pendragon legenda,0,1974,,98
tt0071985,movie,To Love Ophelia,Per amare Ofelia,0,1974,,105
tt0071987,movie,How to Kill a Judge,Perché si uccide un magistrato,0,1975,,110
tt0071988,movie,Persecution,Persecution,0,1974,,95
tt0071991,movie,Petersen,Petersen,0,1974,,107
tt0071992,movie,Pets,Pets,0,1973,,103
tt0071993,tvMovie,The Phantom of Hollywood,The Phantom of Hollywood,0,1974,,74
tt0071994,movie,Phantom of the Paradise,Phantom of the Paradise,0,1974,,91
tt0071996,tvMovie,First Love,Pierwsza milosc,0,1974,,52
tt0071997,short,Pink Aye,Pink Aye,0,1974,,7
tt0071999,movie,Place de la République,Place de la République,0,1974,,94
tt0072000,tvMovie,Planet Earth,Planet Earth,0,1974,,74
tt0072002,movie,Don't Cry with Your Mouth Full,Pleure pas la bouche pleine!,0,1973,,116
tt0072004,movie,A Thousand and One Nights,Pohádky tisíce a jedné noci,0,1974,,91
tt0072006,movie,Policewomen,Policewomen,0,1974,,90
tt0072007,movie,What Have They Done to Your Daughters?,La polizia chiede aiuto,0,1974,,91
tt0072008,movie,La polizia ha le mani legate,La polizia ha le mani legate,0,1975,,95
tt0072009,movie,Policewoman,La poliziotta,0,1974,,104
tt0072010,movie,"Shoot First, Die Later",Il poliziotto è marcio,0,1974,,94
tt0072012,movie,Turn the Other Cheek,Porgi l'altra guancia,0,1974,,89
tt0072019,movie,Lorna the Exorcist,Les possédées du diable,0,1974,,81
tt0072021,movie,The Deluge,Potop,0,1974,,287
tt0072024,tvMovie,Pray for the Wildcats,Pray for the Wildcats,0,1974,,100
tt0072025,movie,Acting Hamlet in the Village of Mrdusa Donja,Predstava 'Hamleta' u Mrdusi Donjoj,0,1974,,96
tt0072026,movie,Prem Nagar,Prem Nagar,0,1974,,200
tt0072027,movie,Premiya,Premiya,0,1975,,83
tt0072029,movie,Riot in a Women's Prison,Prigione di donne,0,1974,,87
tt0072030,movie,Cousin Angelica,La prima Angélica,0,1974,,107
tt0072032,movie,Primate,Primate,0,1974,,105
tt0072034,movie,The Prisoner of Second Avenue,The Prisoner of Second Avenue,0,1975,,98
tt0072037,movie,Scent of a Woman,Profumo di donna,0,1974,,103
tt0072043,short,X-Ray,Przeswietlenie,0,1974,,13
tt0072046,movie,Hard to Remember,Pusteblume,0,1974,,92
tt0072052,movie,The Four Charlots Musketeers,Les quatre Charlots mousquetaires,0,1974,,110
tt0072053,movie,Let Joy Reign Supreme,Que la fête commence...,0,1975,,119
tt0072062,movie,Monika,La ragazzina,0,1974,,101
tt0072064,movie,Rajnigandha,Rajnigandha,0,1974,,110
tt0072067,movie,Act of Vengeance,Act of Vengeance,0,1974,,90
tt0072068,movie,Little Raoul,La Raulito,0,1975,,95
tt0072069,tvMovie,The Red Badge of Courage,The Red Badge of Courage,0,1974,,74
tt0072070,tvMovie,Reflections of Murder,Reflections of Murder,0,1974,,100
tt0072072,tvEpisode,Regan,Regan,0,1974,,77
tt0072074,movie,The Rehearsal,The Rehearsal,0,1974,,92
tt0072080,movie,The Return of the Tall Blond Man,Le retour du grand blond,0,1974,,84
tt0072081,movie,The Return of the Pink Panther,The Return of the Pink Panther,0,1975,,113
tt0072083,tvMovie,Rex Harrison Presents Stories of Love,Rex Harrison Presents Stories of Love,0,1974,,120
tt0072084,movie,Return of Shanghai Joe,Che botte ragazzi!,0,1975,,87
tt0072085,movie,Challenge to White Fang,Il ritorno di Zanna Bianca,0,1974,,98
tt0072089,movie,Road Movie,Road Movie,0,1973,,88
tt0072093,tvEpisode,Backlash of the Hunter,Backlash of the Hunter,0,1974,,98
tt0072095,short,Romance with a Double Bass,Romance with a Double Bass,0,1975,,40
tt0072096,movie,Romans o vlyublyonnykh,Romans o vlyublyonnykh,0,1974,,135
tt0072097,movie,Romanzo popolare,Romanzo popolare,0,1974,,106
tt0072100,movie,Roti Kapada Aur Makaan,Roti Kapada Aur Makaan,0,1974,,159
tt0072102,movie,Rude journée pour la reine,Rude journée pour la reine,0,1973,,105
tt0072105,movie,Guttersnipes,Rännstensungar,0,1974,,97
tt0072107,movie,S*P*Y*S,S*P*Y*S,0,1974,,87
