"('mid',)","('titleType',)","('primaryTitle',)","('originalTitle',)","('isAdult',)","('startYear',)","('endYear',)","('runtimeMinutes',)"
tt0000001,short,Carmencita,Carmencita,0,1894,,1
tt0000002,short,Le clown et ses chiens,Le clown et ses chiens,0,1892,,5
tt0000003,short,Pauvre Pierrot,Pauvre Pierrot,0,1892,,4
tt0000004,short,Un bon bock,Un bon bock,0,1892,,12
tt0000005,short,Blacksmith Scene,Blacksmith Scene,0,1893,,1
tt0000006,short,Chinese Opium Den,Chinese Opium Den,0,1894,,1
tt0000007,short,Corbett and Courtney Before the Kinetograph,Corbett and Courtney Before the Kinetograph,0,1894,,1
tt0000008,short,Edison Kinetoscopic Record of a Sneeze,Edison Kinetoscopic Record of a Sneeze,0,1894,,1
tt0000009,short,Miss Jerry,Miss Jerry,0,1894,,40
tt0000010,short,Leaving the Factory,La sortie de l'usine Lumière à Lyon,0,1895,,1
tt0000011,short,Akrobatisches Potpourri,Akrobatisches Potpourri,0,1895,,1
tt0000012,short,The Arrival of a Train,L'arrivée d'un train à La Ciotat,0,1896,,1
tt0000013,short,The Photographical Congress Arrives in Lyon,Le débarquement du congrès de photographie à Lyon,0,1895,,1
tt0000014,short,The Waterer Watered,L'arroseur arrosé,0,1895,,1
tt0000015,short,Autour d'une cabine,Autour d'une cabine,0,1894,,2
tt0000016,short,Boat Leaving the Port,Barque sortant du port,0,1895,,1
tt0000017,short,Italienischer Bauerntanz,Italienischer Bauerntanz,0,1895,,1
tt0000018,short,Das boxende Känguruh,Das boxende Känguruh,0,1895,,1
tt0000020,short,The Derby 1895,The Derby 1895,0,1895,,1
tt0000022,short,Blacksmith Scene,Les forgerons,0,1895,,1
tt0000023,short,The Sea,Baignade en mer,0,1895,,1
tt0000026,short,The Messers. Lumière at Cards,Partie d'écarté,0,1896,,1
tt0000027,short,Cordeliers' Square in Lyon,Place des Cordeliers à Lyon,0,1895,,1
tt0000028,short,Fishing for Goldfish,La pêche aux poissons rouges,0,1895,,1
tt0000029,short,Baby's Meal,Repas de bébé,0,1895,,1
tt0000030,short,Rough Sea at Dover,Rough Sea at Dover,0,1895,,1
tt0000031,short,Jumping the Blanket,Le saut à la couverture,0,1895,,1
tt0000032,short,Die Serpentintänzerin,Die Serpentintänzerin,0,1895,,1
tt0000033,short,Horse Trick Riders,La voltige,0,1895,,1
tt0000034,short,Arrivée d'un train gare de Vincennes,Arrivée d'un train gare de Vincennes,0,1896,,1
tt0000036,short,Awakening of Rip,Awakening of Rip,0,1896,,0
tt0000038,short,The Ball Game,The Ball Game,0,1898,,
tt0000041,short,Bataille de neige,Bataille de neige,0,1897,,1
tt0000048,short,The Boxing Kangaroo,The Boxing Kangaroo,0,1896,,
tt0000062,short,Danse serpentine,Danse serpentine,0,1896,,1
tt0000069,short,Post No Bills,Défense d'afficher,0,1896,,1
tt0000070,short,Demolition of a Wall,Démolition d'un mur,0,1896,,1
tt0000075,short,The Conjuring of a Woman at the House of Robert Houdin,Escamotage d'une dame au théâtre Robert Houdin,0,1896,,1
tt0000076,short,Exit of Rip and the Dwarf,Exit of Rip and the Dwarf,0,1896,,1
tt0000089,short,Leaving Jerusalem by Railway,Départ de Jérusalem en chemin de fer,0,1897,,1
tt0000091,short,The House of the Devil,Le manoir du diable,0,1896,,3
tt0000104,short,Pompiers à Lyon,Pompiers à Lyon,0,1896,,1
tt0000108,short,Rip Leaving Sleepy Hollow,Rip Leaving Sleepy Hollow,0,1896,,1
tt0000109,short,Rip Meeting the Dwarf,Rip Meeting the Dwarf,0,1896,,1
tt0000110,short,Rip Passing Over the Mountain,Rip Passing Over the Mountain,0,1896,,1
tt0000111,short,Rip's Toast,Rip's Toast,0,1896,,1
tt0000112,short,Rip's Toast to Hudson,Rip's Toast to Hudson,0,1896,,1
tt0000113,short,Rip's Twenty Years' Sleep,Rip's Twenty Years' Sleep,0,1896,,0
tt0000117,short,Saída do Pessoal Operário da Fábrica Confiança,Saída do Pessoal Operário da Fábrica Confiança,0,1896,,1
tt0000123,short,Conjuring,Séance de prestidigitation,0,1896,,
tt0000131,short,A Terrible Night,Une nuit terrible,0,1896,,1
tt0000132,short,Card Party,Une partie de cartes,0,1896,,1
tt0000138,short,The Bewitched Inn,L'auberge ensorcelée,0,1897,,2
tt0000140,short,Baignade dans le torrent,Baignade dans le torrent,0,1897,,1
tt0000143,short,Les cambrioleurs,Les cambrioleurs,0,1897,,1
tt0000144,short,Chez le magnétiseur,Chez le magnétiseur,0,1897,,1
tt0000147,short,The Corbett-Fitzsimmons Fight,The Corbett-Fitzsimmons Fight,0,1897,,20
tt0000150,short,Danse fleur de lotus,Danse fleur de lotus,0,1897,,1
tt0000152,short,The Hallucinated Alchemist,L'hallucination de l'alchimiste,0,1897,,2
tt0000153,short,The Haunted Castle,The Haunted Castle,0,1897,,1
tt0000159,short,The Devil's Laboratory,Le cabinet de Méphistophélès,0,1897,,1
tt0000162,short,Niagara Falls,Les chutes,0,1897,,1
tt0000164,short,Le pêcheur dans le torrent,Le pêcheur dans le torrent,0,1897,,1
tt0000165,short,Riña en un café,Riña en un café,0,1897,,1
tt0000167,short,Salida de misa de doce del Pilar de Zaragoza,Salida de misa de doce del Pilar de Zaragoza,0,1897,,
tt0000170,short,The Twins' Tea Party,The Twins' Tea Party,0,1896,,1
tt0000172,short,The X-Ray Fiend,The X-Ray Fiend,0,1897,,1
tt0000174,short,Výstavní párkar a lepic plakátù,Výstavní párkar a lepic plakátù,0,1898,,1
tt0000175,short,A Sea Cave Near Lisbon,A Sea Cave Near Lisbon,0,1896,,1
tt0000177,short,The Burglar on the Roof,The Burglar on the Roof,0,1898,,1
tt0000178,short,The Cavalier's Dream,The Cavalier's Dream,0,1898,,1
tt0000182,short,"Come Along, Do!","Come Along, Do!",0,1898,,1
tt0000184,short,Cripple Creek Bar-Room Scene,Cripple Creek Bar-Room Scene,0,1899,,1
tt0000190,short,Dostavenícko ve mlýnici,Dostavenícko ve mlýnici,0,1898,,1
tt0000192,short,"Ella Lola, a la Trilby","Ella Lola, a la Trilby",0,1898,,
tt0000208,short,The Miller and Chimney Sweep,The Miller and the Sweep,0,1897,,1
tt0000211,short,"The Astronomer's Dream; or, the Man in the Moon",La lune à un mètre,0,1898,,3
tt0000213,short,Scène d'escamotage,Scène d'escamotage,0,1898,,1
tt0000215,short,Smích a plác,Smích a plác,0,1898,,
tt0000218,short,L'affaire Dreyfus,L'affaire Dreyfus,0,1899,,13
tt0000222,short,Au cabaret,Au cabaret,0,1899,,1
tt0000228,short,La bonne absinthe,La bonne absinthe,0,1899,,1
tt0000229,short,Casey at the Bat,Casey at the Bat,0,1899,,1
tt0000230,short,Cinderella,Cendrillon,0,1899,,6
tt0000235,short,Haggard's She: The Pillar of Fire,La colonne de feu,0,1899,,1
tt0000239,short,Danse serpentine par Mme. Bob Walter,Danse serpentine par Mme. Bob Walter,0,1899,,2
tt0000242,short,The Sign of the Cross,Le diable au couvent,0,1899,,3
tt0000246,short,A Turn of the Century Illusionist,L'impressionniste fin de siècle,0,1899,,1
tt0000247,short,King John,King John,0,1899,,5
tt0000248,short,A Kiss in the Tunnel,The Kiss in the Tunnel,0,1899,,1
tt0000251,short,Matches: An Appeal,Matches: An Appeal,0,1899,,1
tt0000256,short,Panorama from the Tower of the Brooklyn Bridge,Panorama from the Tower of the Brooklyn Bridge,0,1899,,
tt0000264,short,Summoning the Spirits,Évocation spirite,0,1899,,1
tt0000265,short,Above the Limit,Above the Limit,0,1900,,
tt0000269,short,"Army Life; or, How Soldiers Are Made: Mounted Infantry",Army Life,0,1900,,
tt0000272,short,As Seen Through a Telescope,As Seen Through a Telescope,0,1900,,1
tt0000273,short,Attack on a China Mission,Attack on a China Mission,0,1900,,4
tt0000274,short,Avenue de l'opéra,Avenue de l'opéra,0,1900,,1
tt0000284,short,Chez le photographe,Chez le photographe,0,1900,,1
tt0000286,short,Chirurgie fin de siècle,Chirurgie fin de siècle,0,1900,,2
tt0000287,short,The Clown and the Alchemist,The Clown and the Alchemist,0,1900,,1
tt0000288,short,La concierge,La concierge,0,1900,,1
tt0000296,short,Danse serpentine,Danse serpentine,0,1900,,2
tt0000299,short,Le départ d'Arlequin et de Pierrette,Le départ d'Arlequin et de Pierrette,0,1900,,2
tt0000300,short,The Enchanted Drawing,The Enchanted Drawing,0,1900,,2
tt0000301,short,Faust and Marguerite,Faust and Marguerite,0,1900,,1
tt0000302,short,"La fée aux choux, ou la naissance des enfants","La fée aux choux, ou la naissance des enfants",0,1900,,1
tt0000304,short,Grandma's Reading Glass,Grandma's Reading Glass,0,1900,,2
tt0000306,short,Le duel d'Hamlet,Le duel d'Hamlet,0,1900,,2
tt0000309,short,How It Feels to Be Run Over,How It Feels to Be Run Over,0,1900,,1
tt0000313,short,Let Me Dream Again,Let Me Dream Again,0,1900,,1
tt0000319,short,Maple Leaf Viewing,Momijigari,0,1899,,6
tt0000321,short,The Mystic Swing,The Mystic Swing,0,1900,,1
tt0000337,short,Spanish Bullfight,Spanish Bullfight,0,1900,,1
tt0000340,short,Uncle Josh in a Spooky Hotel,Uncle Josh in a Spooky Hotel,0,1900,,1
tt0000341,short,Uncle Josh's Nightmare,Uncle Josh's Nightmare,0,1900,,2
tt0000346,short,Another Job for the Undertaker,Another Job for the Undertaker,0,1901,,2
tt0000347,short,Buffalo Bill's Wild West Parade,Buffalo Bill's Wild West Parade,0,1901,,2
tt0000349,short,"What Came Out of the Cheese; or, The Lilliputians in a New York Restaurant","The Cheese Mites, or Lilliputians in a London Restaurant",0,1901,,1
tt0000350,short,The Countryman's First Sight of the Animated Pictures,The Countryman and the Cinematograph,0,1901,,1
tt0000353,short,Execution of Czolgosz with Panorama of Auburn Prison,Execution of Czolgosz with Panorama of Auburn Prison,0,1901,,4
tt0000355,short,Fire!,Fire!,0,1901,,5
tt0000357,short,The Haunted Curiosity Shop,The Haunted Curiosity Shop,0,1901,,2
tt0000358,short,History of a Crime,Histoire d'un crime,0,1901,,5
tt0000359,short,The India Rubber Head,L'homme à la tête en caoutchouc,0,1901,,3
tt0000363,short,Magical Sword,The Magic Sword,0,1901,,2
tt0000364,short,Panorama of Esplanade by Night,Panorama of Esplanade by Night,0,1901,,1
tt0000370,short,Scrooge; or Marley's Ghost,Scrooge; or Marley's Ghost,0,1901,,6
tt0000377,short,Undressing Extraordinary,Undressing Extraordinary,0,1901,,3
tt0000384,short,Miss Dundee and Her Performing Dogs,Les chiens savants,0,1902,,3
tt0000387,short,The Coronation of King Edward VII,The Coronation of Edward VII,0,1902,,4
tt0000388,short,Danse excentrique,Danse excentrique,0,1902,,2
tt0000399,short,Jack and the Beanstalk,Jack and the Beanstalk,0,1902,,10
tt0000409,short,Midwife to the Upper Classes,Sage-femme de première classe,0,1902,,4
tt0000410,short,Demolishing and Building Up the Star Theatre,Demolishing and Building Up the Star Theatre,0,1901,,2
tt0000413,short,The Devil's Money Bags,Les trésors de satan,0,1902,,3
tt0000414,short,Uncle Josh at the Moving Picture Show,Uncle Josh at the Moving Picture Show,0,1902,,2
tt0000416,short,Alcohol and Its Victims,Les victimes de l'alcoolisme,0,1902,,4
tt0000417,short,A Trip to the Moon,Le voyage dans la lune,0,1902,,13
tt0000420,short,Alice in Wonderland,Alice in Wonderland,0,1903,,8
tt0000423,short,The Enchanted Box,La boîte à malice,0,1903,,1
tt0000430,short,A Chess Dispute,A Chess Dispute,0,1903,,1
tt0000432,short,How Monsieur Takes His Bath,Comment monsieur prend son bain,0,1903,,1
tt0000436,short,An Extraordinary Cab Accident,An Extraordinary Cab Accident,0,1903,,1
tt0000437,short,Faust et Méphistophélès,Faust et Méphistophélès,0,1903,,2
tt0000439,short,The Great Train Robbery,The Great Train Robbery,0,1903,,11
tt0000440,short,La guirlande merveilleuse,La guirlande merveilleuse,0,1903,,4
tt0000447,short,Life of an American Fireman,Life of an American Fireman,0,1903,,6
tt0000451,short,Mary Jane's Mishap,Mary Jane's Mishap,0,1903,,4
tt0000452,short,The Messenger Boy's Mistake,The Messenger Boy's Mistake,0,1903,,2
tt0000455,short,The Music Lover,Le mélomane,0,1903,,3
tt0000464,short,Rip Van Winkle,Rip Van Winkle,0,1903,,4
tt0000465,short,The Kingdom of the Fairies,Le royaume des fées,0,1903,,16
tt0000469,short,The Sick Kitten,The Sick Kitten,0,1903,,1
tt0000471,short,Uncle Tom's Cabin,Uncle Tom's Cabin,0,1903,,13
tt0000479,short,Rum vs. Cherries,Buy Your Own Cherries,0,1904,,4
tt0000480,short,Le coffre enchanté,Le coffre enchanté,0,1904,,3
tt0000487,short,The Great Train Robbery,The Great Train Robbery,0,1904,,8
tt0000488,short,The Land Beyond the Sunset,The Land Beyond the Sunset,0,1912,,14
tt0000492,short,Personal,Personal,0,1904,,6
tt0000495,short,The Pearl Fisher,Le pêcheur de perles,0,1907,,12
tt0000498,short,Rescued by Rover,Rescued by Rover,0,1905,,7
tt0000499,short,The Impossible Voyage,Le voyage à travers l'impossible,0,1904,,24
tt0000516,short,The Electric Hotel,El hotel eléctrico,0,1908,,8
tt0000519,short,The Kleptomaniac,The Kleptomaniac,0,1905,,8
tt0000521,short,The Little Train Robbery,The Little Train Robbery,0,1905,,12
tt0000524,short,New York Subway,New York Subway,0,1905,,6
tt0000534,short,The '?' Motorist,The '?' Motorist,0,1906,,3
tt0000546,short,Dream of a Rarebit Fiend,Dream of a Rarebit Fiend,0,1906,,7
tt0000553,short,The Haunted Hotel,The Haunted Hotel,0,1907,,5
tt0000554,short,Humorous Phases of Funny Faces,Humorous Phases of Funny Faces,0,1906,,3
tt0000557,short,Kathleen Mavourneen,Kathleen Mavourneen,0,1906,,15
tt0000565,short,The Night Before Christmas,The Night Before Christmas,0,1905,,9
tt0000567,short,The 400 Tricks of the Devil,Les quatre cents farces du diable,0,1906,,17
tt0000574,movie,The Story of the Kelly Gang,The Story of the Kelly Gang,0,1906,,70
tt0000575,short,"20,000 Leagues Under the Sea",20000 lieues sous les mers,0,1907,,10
tt0000576,short,Ali Baba and the Forty Thieves,Ali Baba et les quarante voleurs,0,1907,,13
tt0000582,short,Ben Hur,Ben Hur,0,1907,,15
tt0000602,short,Lion Hunting,Løvejagten,0,1907,,10
tt0000614,short,The Red Spectre,Le spectre rouge,0,1907,,9
tt0000621,short,That Fatal Sneeze,That Fatal Sneeze,0,1907,,6
tt0000628,short,The Adventures of Dollie,The Adventures of Dollie,0,1908,,12
tt0000637,short,The Assassination of the Duke de Guise,L'assassinat du duc de Guise,0,1908,,15
tt0000640,short,An Awful Moment,An Awful Moment,0,1908,,12
tt0000641,short,Balked at the Altar,Balked at the Altar,0,1908,,12
tt0000645,short,Betrayed by a Handprint,Betrayed by a Handprint,0,1908,,9
tt0000648,short,The Black Viper,The Black Viper,0,1908,,10
tt0000653,short,A Calamitous Elopement,A Calamitous Elopement,0,1908,,12
tt0000654,short,The Call of the Wild,The Call of the Wild,0,1908,,16
tt0000658,short,The Puppet's Nightmare,Le cauchemar de Fantoche,0,1908,,2
tt0000669,short,Cupid's Pranks,Cupid's Pranks,0,1908,,10
tt0000682,short,A Fantasy,Fantasmagorie,0,1908,,2
tt0000684,short,Father Gets in the Game,Father Gets in the Game,0,1908,,10
tt0000728,short,Money Mad,Money Mad,0,1908,,11
tt0000749,short,Rescued from an Eagle's Nest,Rescued from an Eagle's Nest,0,1908,,8
tt0000752,short,Romance of a Jewess,Romance of a Jewess,0,1908,,10
tt0000755,short,The Dream of an Opium Fiend,Le rêve d'un fumeur d'opium,0,1908,,4
tt0000756,short,The Sculptor's Nightmare,The Sculptor's Nightmare,0,1908,,11
tt0000764,short,The Song of the Shirt,The Song of the Shirt,0,1908,,11
tt0000769,short,Knight of Black Art,Le tambourin fantastique,0,1908,,6
tt0000770,short,The Taming of the Shrew,The Taming of the Shrew,0,1908,,17
tt0000790,short,The Battle in the Clouds,The Airship Destroyer,0,1909,,11
tt0000797,short,At the Altar,At the Altar,0,1909,,11
tt0000800,short,The Awakening,The Awakening,0,1909,,8
tt0000816,short,The Broken Locket,The Broken Locket,0,1909,,11
tt0000821,short,The Cardinal's Conspiracy,The Cardinal's Conspiracy,0,1909,,11
tt0000828,short,Confidence,Confidence,0,1909,,11
tt0000831,short,The Cord of Life,The Cord of Life,0,1909,,9
tt0000832,short,A Corner in Wheat,A Corner in Wheat,0,1909,,14
tt0000833,short,The Country Doctor,The Country Doctor,0,1909,,14
tt0000835,short,The Cricket on the Hearth,The Cricket on the Hearth,0,1909,,10
tt0000840,short,The Curtain Pole,The Curtain Pole,0,1909,,13
tt0000852,short,A Drunkard's Reformation,A Drunkard's Reformation,0,1909,,13
tt0000854,short,Edgar Allan Poe,Edgar Allan Poe,0,1909,,7
tt0000871,short,Fools of Fate,Fools of Fate,0,1909,,11
tt0000878,short,The Gibson Goddess,The Gibson Goddess,0,1909,,6
tt0000882,short,The Golden Louis,The Golden Louis,0,1909,,5
tt0000895,short,The Hessian Renegades,The Hessian Renegades,0,1909,,10
tt0000904,short,The House of Cards,The House of Cards,0,1909,,16
tt0000922,short,The Joneses Have Amateur Theatricals,The Joneses Have Amateur Theatricals,0,1909,,4
tt0000924,short,A Bad Case,Les joyeux microbes,0,1909,,5
tt0000938,short,The Little Darling,The Little Darling,0,1909,,2
tt0000942,short,The Lonely Villa,The Lonely Villa,0,1909,,8
tt0000960,short,The Mended Lute,The Mended Lute,0,1909,,11
tt0000966,short,A Midsummer Night's Dream,A Midsummer Night's Dream,0,1909,,12
tt0000971,short,The Mill,Le Moulin maudit,0,1909,,6
tt0000986,short,Nursing a Viper,Nursing a Viper,0,1909,,10
tt0001001,short,"Pippa Passes; or, the Song of Conscience","Pippa Passes; or, The Song of Conscience",0,1909,,11
tt0001009,short,"Princess Nicotine; or, the Smoke Fairy","Princess Nicotine; or, The Smoke Fairy",0,1909,,5
tt0001013,short,The Redman's View,The Redman's View,0,1909,,14
tt0001014,short,The Renunciation,The Renunciation,0,1909,,11
tt0001016,short,Resurrection,Resurrection,0,1909,,12
tt0001032,short,The Sealed Room,The Sealed Room,0,1909,,11
tt0001044,short,The Son's Return,The Son's Return,0,1909,,11
tt0001062,short,Those Awful Hats,Those Awful Hats,0,1909,,5
tt0001072,short,A Trap for Santa Claus,A Trap for Santa Claus,0,1909,,16
tt0001083,short,The Violin Maker of Cremona,The Violin Maker of Cremona,0,1909,,10
tt0001084,short,The Voice of the Violin,The Voice of the Violin,0,1909,,16
tt0001091,short,What Drink Did,What Drink Did,0,1909,,12
tt0001105,short,The Woman Always Pays,Afgrunden,0,1910,,38
tt0001106,short,Alice's Adventures in Wonderland,Alice's Adventures in Wonderland,0,1910,,10
tt0001118,short,An Arcadian Maid,An Arcadian Maid,0,1910,,11
tt0001120,short,As It Is in Life,As It Is in Life,0,1910,,16
tt0001150,short,A Child of the Ghetto,A Child of the Ghetto,0,1910,,16
tt0001207,short,Faithful,Faithful,0,1910,,17
tt0001218,short,A Fallen Spirit,L'épée du spirite,0,1910,,6
tt0001223,short,Frankenstein,Frankenstein,0,1910,,16
tt0001227,short,The Fugitive,The Fugitive,0,1910,,17
tt0001256,short,The House with Closed Shutters,The House with Closed Shutters,0,1910,,11
tt0001258,short,The White Slave Trade,Den hvide slavehandel,0,1910,,33
tt0001265,short,In the Border States,In the Border States,0,1910,,17
tt0001314,short,Il mercante di Venezia,Il mercante di Venezia,0,1911,,19
tt0001371,short,Ramona,Ramona,0,1910,,17
tt0001378,short,Re Lear,Re Lear,0,1910,,16
tt0001431,short,The Unchanging Sea,The Unchanging Sea,0,1910,,14
tt0001439,short,The Usurer,The Usurer,0,1910,,17
tt0001452,short,What the Daisy Said,What the Daisy Said,0,1910,,16
tt0001458,short,Wilful Peggy,Wilful Peggy,0,1910,,17
tt0001463,short,The Wonderful Wizard of Oz,The Wonderful Wizard of Oz,0,1910,,13
tt0001469,short,The Adventures of Billy,The Adventures of Billy,0,1911,,18
tt0001488,short,The Hallucinations of Baron Munchausen,Les Aventures du baron de Münchhausen,0,1911,,11
tt0001499,short,The Battle,The Battle,0,1911,,17
tt0001527,short,The Cameraman's Revenge,Mest kinematograficheskogo operatora,0,1912,,12
tt0001544,short,A Christmas Carol,A Christmas Carol,0,1910,,11
tt0001545,short,Cinderella,Cinderella,0,1911,,14
tt0001557,short,A Country Cupid,A Country Cupid,0,1911,,18
tt0001588,short,The Dream,The Dream,0,1911,,11
tt0001593,short,Enoch Arden: Part I,Enoch Arden: Part I,0,1911,,17
tt0001594,short,Enoch Arden: Part II,Enoch Arden: Part II,0,1911,,17
tt0001613,short,Fighting Blood,Fighting Blood,0,1911,,18
tt0001660,short,Her Crowning Glory,Her Crowning Glory,0,1911,,14
tt0001680,short,His Trust: The Faithful Devotion and Self-Sacrifice of an Old Negro Servant,His Trust: The Faithful Devotion and Self-Sacrifice of an Old Negro Servant,0,1911,,14
tt0001681,short,His Trust Fulfilled,His Trust Fulfilled,0,1911,,11
tt0001724,short,The Last Drop of Water,The Last Drop of Water,0,1911,,18
tt0001737,short,"Winsor McCay, the Famous Cartoonist of the N.Y. Herald and His Moving Comics","Winsor McCay, the Famous Cartoonist of the N.Y. Herald and His Moving Comics",0,1911,,7
tt0001740,short,The Lonedale Operator,The Lonedale Operator,0,1911,,17
tt0001771,short,The Manicure Lady,The Manicure Lady,0,1911,,11
tt0001776,short,Max Takes Tonics,Max victime du quinquina,0,1911,,17
tt0001789,short,The Miser's Heart,The Miser's Heart,0,1911,,18
tt0001857,short,Richard III,Richard III,0,1911,,23
tt0001892,movie,Den sorte drøm,Den sorte drøm,0,1911,,53
tt0001913,short,Swords and Hearts,Swords and Hearts,0,1911,,17
tt0001915,short,A Tale of Two Cities,A Tale of Two Cities,0,1911,,30
tt0001963,short,Temptations of a Great City,Ved Fængslets Port,0,1911,,41
tt0001973,short,What Shall We Do with Our Old?,What Shall We Do with Our Old?,0,1911,,17
tt0002020,short,Queen Elizabeth,Les amours de la reine Élisabeth,0,1912,,44
tt0002054,short,A Beast at Bay,A Beast at Bay,0,1912,,17
tt0002056,short,Prekrasnaya Lyukanida,Prekrasnaya Lyukanida,0,1912,,10
tt0002082,short,The Burglar's Dilemma,The Burglar's Dilemma,0,1912,,15
tt0002083,short,The Fall of Troy,La caduta di Troia,0,1911,,28
tt0002098,short,Children Who Labor,Children Who Labor,0,1912,,13
tt0002101,movie,Cleopatra,Cleopatra,0,1912,,100
tt0002113,short,The Conquest of the Pole,À la conquête du pôle,0,1912,,33
tt0002122,short,The Cry of the Children,The Cry of the Children,0,1912,,29
tt0002124,short,A Cure for Pokeritis,A Cure for Pokeritis,0,1912,,13
tt0002130,movie,Dante's Inferno,L'Inferno,0,1911,,71
tt0002133,short,A Dash Through the Clouds,A Dash Through the Clouds,0,1912,,12
tt0002143,short,Dr. Jekyll and Mr. Hyde,Dr. Jekyll and Mr. Hyde,0,1912,,12
tt0002176,short,The Female of the Species,The Female of the Species,0,1912,,17
tt0002181,short,The Man with Wax Faces,Figures de cire,0,1914,,11
tt0002186,movie,The Flying Circus,Den flyvende cirkus,0,1912,,46
tt0002190,short,For His Son,For His Son,0,1912,,15
tt0002197,short,Friends,Friends,0,1912,,17
tt0002199,movie,"From the Manger to the Cross; or, Jesus of Nazareth","From the Manger to the Cross; or, Jesus of Nazareth",0,1912,,60
tt0002208,short,The Girl and Her Trust,The Girl and Her Trust,0,1912,,17
tt0002221,short,The Dragonfly and the Ant,Strekoza i muravey,0,1913,,5
tt0002224,short,A Grocery Clerk's Romance,A Grocery Clerk's Romance,0,1912,,7
tt0002233,short,Help! Help!,Help! Help!,0,1912,,8
tt0002260,short,How a Mosquito Operates,How a Mosquito Operates,0,1912,,6
tt0002281,short,The Invaders,The Invaders,0,1912,,41
tt0002303,short,The Lesser Evil,The Lesser Evil,0,1912,,17
tt0002350,short,The Massacre,The Massacre,0,1912,,20
tt0002354,short,Max's Tragedy,Max et Jane veulent faire du théâtre,0,1911,,13
tt0002357,short,The Mender of Nets,The Mender of Nets,0,1912,,16
tt0002381,short,The Musketeers of Pig Alley,The Musketeers of Pig Alley,0,1912,,17
tt0002386,short,The Narrow Road,The Narrow Road,0,1912,,17
tt0002391,short,The New York Hat,The New York Hat,0,1912,,16
tt0002400,short,The Old Actor,The Old Actor,0,1912,,17
tt0002408,short,"One Is Business, the Other Crime","One Is Business, the Other Crime",0,1912,,15
tt0002415,short,The Painted Lady,The Painted Lady,0,1912,,12
tt0002421,short,The Passer-by,The Passer-By,0,1912,,15
tt0002423,movie,Passion,Madame DuBarry,0,1919,,85
tt0002429,short,Petticoat Camp,Petticoat Camp,0,1912,,15
tt0002445,movie,Quo Vadis?,Quo Vadis?,0,1913,,120
tt0002452,movie,The Independence of Romania,Independenta Romaniei,0,1912,,120
tt0002461,movie,The Life and Death of King Richard III,Richard III,0,1912,,55
tt0002475,short,Saved from the Titanic,Saved from the Titanic,0,1912,,10
tt0002497,short,"So Near, Yet So Far","So Near, Yet So Far",0,1912,,17
tt0002512,short,The Sunbeam,The Sunbeam,0,1912,,17
tt0002544,short,The Gardener,Trädgårdsmästaren,0,1912,,
tt0002553,short,An Unseen Enemy,An Unseen Enemy,0,1912,,17
tt0002569,short,The Water Nymph,The Water Nymph,0,1912,,8
tt0002610,short,Alkali Ike's Auto,Alkali Ike's Auto,0,1911,,11
tt0002639,short,The Artist's Dreams,The Artist's Dreams,0,1913,,5
tt0002646,movie,Atlantis,Atlantis,0,1913,,121
tt0002659,short,Bangville Police,Bangville Police,0,1913,,8
tt0002663,short,Barney Oldfield's Race for a Life,Barney Oldfield's Race for a Life,0,1913,,13
tt0002719,short,The Primitive Man,Brute Force,0,1914,,32
tt0002795,short,Death's Marathon,Death's Marathon,0,1913,,11
tt0002813,short,Dr. Jekyll and Mr. Hyde,Dr. Jekyll and Mr. Hyde,0,1913,,26
tt0002816,short,The Drummer of the 8th,The Drummer of the 8th,0,1913,,28
tt0002844,movie,Fantômas: In the Shadow of the Guillotine,Fantômas - À l'ombre de la guillotine,0,1913,,54
tt0002851,short,Fatty Joins the Force,Fatty Joins the Force,0,1913,,12
tt0002867,short,A Fishy Affair,A Fishy Affair,0,1913,,6
tt0002885,movie,From Dusk to Dawn,From Dusk to Dawn,0,1913,,90
tt0002898,movie,"Germinal; or, The Toll of Labor",Germinal,0,1913,,150
tt0002983,short,A House Divided,A House Divided,0,1913,,13
tt0002985,short,The House of Darkness,The House of Darkness,0,1913,,17
tt0002990,short,How Men Propose,How Men Propose,0,1913,,6
tt0003014,movie,Ingeborg Holm,Ingeborg Holm,0,1913,,96
tt0003016,short,The Inside of the White Slave Traffic,The Inside of the White Slave Traffic,0,1913,,28
tt0003037,movie,Fantomas: The Man in Black,Juve contre Fantômas,0,1913,,61
tt0003102,movie,Love Everlasting,Ma l'amor mio non muore...,0,1914,,90
tt0003104,short,Mabel's Dramatic Career,Mabel's Dramatic Career,0,1913,,14
tt0003106,short,Mabel's New Hero,Mabel's New Hero,0,1913,,10
tt0003131,movie,War Is Hell,Maudite soit la guerre,0,1914,,50
tt0003165,movie,Fantômas: The Dead Man Who Killed,Le mort qui tue,0,1913,,90
tt0003167,movie,"Home, Sweet Home","Home, Sweet Home",0,1914,,55
tt0003170,short,The Mothering Heart,The Mothering Heart,0,1913,,29
tt0003177,short,A Muddy Romance,A Muddy Romance,0,1913,,11
tt0003214,short,Christmas Eve,Noch pered Rozhdestvom,0,1913,,41
tt0003238,short,On His Wedding Day,On His Wedding Day,0,1913,,6
tt0003311,short,Raja Harishchandra,Raja Harishchandra,0,1913,,40
tt0003330,movie,The Life of Richard Wagner,Richard Wagner,0,1913,,110
tt0003360,short,"The Black Ball; or, Vengeance Bequeathed",Die schwarze Kugel oder Die geheimnisvollen Schwestern,0,1913,,39
