"('mid',)","('pid',)"
tt0083395,nm0290900
tt0083395,nm0747936
tt0083395,nm0803030
tt0083395,nm0819883
tt0083395,nm0903636
tt0083395,nm0168653
tt0083395,nm0261918
tt0083395,nm0514229
tt0083395,nm0075599
tt0083395,nm0261751
tt0083395,nm0053426
tt0083395,nm0053449
tt0083395,nm0236494
tt0083395,nm0413107
tt0083395,nm0694526
tt0083395,nm0694638
tt0083395,nm1084756
tt0083395,nm0325261
tt0083395,nm0338595
tt0083395,nm2562061
tt0083395,nm0656488
tt0083395,nm0790328
tt0083395,nm0813289
tt0083395,nm0919006
tt0083395,nm0465199
tt0083395,nm3044217
tt0083395,nm0683522
tt0083395,nm0718452
tt0083395,nm0791044
tt0083395,nm0838198
tt0083395,nm1125153
tt0083395,nm0037792
tt0083395,nm3475823
tt0083395,nm0782462
tt0083395,nm2673531
tt0083395,nm0326549
tt0083395,nm0026968
tt0083395,nm0289172
tt0083395,nm0294449
tt0083395,nm3851927
tt0083395,nm0742524
tt0083395,nm0790433
tt0083395,nm0851392
tt0083395,nm0009145
tt0083395,nm0086826
tt0083395,nm2721230
tt0083395,nm0588382
tt0083395,nm0825744
tt0083395,nm0931638
tt0083395,nm0038933
tt0083395,nm0081370
tt0083395,nm0460683
tt0083397,nm1113688
tt0083397,nm0439984
tt0083397,nm0439987
tt0083397,nm1707653
tt0083397,nm1085627
tt0083397,nm0181019
tt0083397,nm0181020
tt0083397,nm0711626
tt0083397,nm1014206
tt0083397,nm0513851
tt0083397,nm0137886
tt0083397,nm0458818
tt0083397,nm0913702
tt0083397,nm0805748
tt0083397,nm0115032
tt0083397,nm2106026
tt0083397,nm0371051
tt0083397,nm0642683
tt0083397,nm2665267
tt0083397,nm0696891
tt0083397,nm0291507
tt0083397,nm1669386
tt0083397,nm1051829
tt0083397,nm0922948
tt0083397,nm0140170
tt0083397,nm0446015
tt0083397,nm0571084
tt0083397,nm2915939
tt0083397,nm1326243
tt0083397,nm3057628
tt0083397,nm2961705
tt0083397,nm1271518
tt0083397,nm0564651
tt0083399,nm0123273
tt0083399,nm0153036
tt0083399,nm0153080
tt0083399,nm0642591
tt0083399,nm0027526
tt0083399,nm0410539
tt0083399,nm0505867
tt0083399,nm0519166
tt0083399,nm0821643
tt0083399,nm0689363
tt0083399,nm0723689
tt0083399,nm0836208
tt0083399,nm0515953
tt0083399,nm0336226
tt0083399,nm0663293
tt0083399,nm0826137
tt0083399,nm0251482
tt0083399,nm0840380
tt0083399,nm0029628
tt0083399,nm0674220
tt0083399,nm0143517
tt0083399,nm0497115
tt0083399,nm0715796
tt0083399,nm0261752
tt0083399,nm0800376
tt0083399,nm0690068
tt0083399,nm0380677
tt0083399,nm0184518
tt0083399,nm0007159
tt0083399,nm0628297
tt0083399,nm0823206
tt0083399,nm0384457
tt0083399,nm0009488
tt0083399,nm0494983
tt0083399,nm0050960
tt0083399,nm0503167
tt0083399,nm0338043
tt0083399,nm0036583
tt0083399,nm1449110
tt0083399,nm0919352
tt0083399,nm0505654
tt0083399,nm0850862
tt0083399,nm0348427
tt0083399,nm0662354
tt0083399,nm0781576
tt0083399,nm0794742
tt0083399,nm0781522
tt0083399,nm0873336
tt0083399,nm0167312
tt0083399,nm0470691
tt0083399,nm0656488
tt0083399,nm0244760
tt0083399,nm1618200
tt0083399,nm0073489
tt0083399,nm1113588
tt0083399,nm0204561
tt0083399,nm1618274
tt0083399,nm0689648
tt0083399,nm0825458
tt0083399,nm0657763
tt0083402,nm0020717
tt0083402,nm0000860
tt0083402,nm0090067
tt0083402,nm0001059
tt0083402,nm0219336
tt0083402,nm0249528
tt0083402,nm0294067
tt0083402,nm0298156
tt0083402,nm7864434
tt0083402,nm0524627
tt0083402,nm0562201
tt0083402,nm0578501
tt0083402,nm0668766
tt0083402,nm0686539
tt0083402,nm0724724
tt0083402,nm0724880
tt0083402,nm0729724
tt0083402,nm0766837
tt0083402,nm0768488
tt0083402,nm0821262
tt0083409,nm0788616
tt0083409,nm0825705
tt0083410,nm0521621
tt0083410,nm0386650
tt0083410,nm0949451
tt0083410,nm4163797
tt0083410,nm0568198
tt0083410,nm0906563
tt0083410,nm0788610
tt0083410,nm0942827
tt0083410,nm2399346
tt0083410,nm0496630
tt0083410,nm0766558
tt0083410,nm0552009
tt0083410,nm0095080
tt0083410,nm0197819
tt0083410,nm0611912
tt0083410,nm0446878
tt0083410,nm0811221
tt0083410,nm0057407
tt0083412,nm0330731
tt0083412,nm0066985
tt0083412,nm0088479
tt0083412,nm0569951
tt0083412,nm0428981
tt0083412,nm0717614
tt0083412,nm0673800
tt0083412,nm0064581
tt0083412,nm0251368
tt0083412,nm0095590
tt0083412,nm0095591
tt0083412,nm2471906
tt0083412,nm0308860
tt0083412,nm0275899
tt0083412,nm0578856
tt0083412,nm0067234
tt0083412,nm1707653
tt0083412,nm0519484
tt0083412,nm0543362
tt0083412,nm0335521
tt0083412,nm0017747
tt0083412,nm0267976
tt0083412,nm0549018
tt0083412,nm0838198
tt0083412,nm0791183
tt0083412,nm2266162
tt0083412,nm0388629
tt0083412,nm0289172
tt0083412,nm0656488
tt0083412,nm0816041
tt0083412,nm2524358
tt0083412,nm0519481
tt0083412,nm0723657
tt0083412,nm2382665
tt0083412,nm1274846
tt0083412,nm0112021
tt0083412,nm0139111
tt0083412,nm2399407
tt0083412,nm0255718
tt0083412,nm0378157
tt0083412,nm0378178
tt0083412,nm0414816
tt0083412,nm0459671
tt0083412,nm0467813
tt0083412,nm0545059
tt0083412,nm0850862
tt0083412,nm0897126
tt0083412,nm0111070
tt0083412,nm0001087
tt0083412,nm0268254
tt0083412,nm0497181
tt0083412,nm0507137
tt0083412,nm0747824
tt0083412,nm0939828
tt0083412,nm0167622
tt0083412,nm2450229
tt0083412,nm2398728
tt0083412,nm0251328
tt0083412,nm0251402
tt0083412,nm1057738
tt0083412,nm0989271
tt0083412,nm2453705
tt0083412,nm0485142
tt0083412,nm0541386
tt0083412,nm0558520
tt0083412,nm0580964
tt0083412,nm0616826
tt0083412,nm0800834
tt0083412,nm2453567
tt0083412,nm2457620
tt0083412,nm0828650
tt0083412,nm0922048
tt0083412,nm0956785
tt0083412,nm0689843
tt0083412,nm0938305
tt0083412,nm0015611
tt0083412,nm1162904
tt0083412,nm0437716
tt0083412,nm0437720
tt0083412,nm0000041
tt0083412,nm2542260
tt0083412,nm0842830
tt0083412,nm0325882
tt0083412,nm5117039
tt0083412,nm0414649
tt0083412,nm1449110
tt0083413,nm0325204
tt0083413,nm0880078
tt0083413,nm0492909
tt0083413,nm0072045
tt0083413,nm0919352
tt0083413,nm0097275
tt0083413,nm0974301
tt0083413,nm0308745
tt0083413,nm0718165
tt0083413,nm0375062
tt0083413,nm0193615
tt0083413,nm0943832
tt0083413,nm0656488
tt0083413,nm0052363
tt0083413,nm1068192
tt0083413,nm0969183
tt0083413,nm1066074
tt0083413,nm0384457
tt0083413,nm2471906
tt0083413,nm0355329
tt0083413,nm0711255
tt0083413,nm0751554
tt0083413,nm0505654
tt0083413,nm0506506
tt0083413,nm0724842
tt0083413,nm0938305
tt0083413,nm1068184
tt0083413,nm0100326
tt0083413,nm1064840
tt0083413,nm1066780
tt0083413,nm0938271
tt0083413,nm0454635
tt0083413,nm4638302
tt0083413,nm1064895
tt0083413,nm1084207
tt0083413,nm0695902
tt0083413,nm3182438
tt0083413,nm1034998
tt0083413,nm1066816
tt0083415,nm0089124
tt0083415,nm0438229
tt0083415,nm0106507
tt0083415,nm0088564
tt0083415,nm0988773
tt0083416,nm0488013
tt0083417,nm0654340
tt0083417,nm0914953
tt0083417,nm2006658
tt0083420,nm0270317
tt0083420,nm0549333
tt0083420,nm0551139
tt0083420,nm0358761
tt0083420,nm2092757
tt0083420,nm0387517
tt0083420,nm0420948
tt0083420,nm1729340
tt0083420,nm0277389
tt0083420,nm1568314
tt0083420,nm0912128
tt0083420,nm0183226
tt0083420,nm1059833
tt0083420,nm1733289
tt0083420,nm0055146
tt0083420,nm0122505
tt0083420,nm0233375
tt0083420,nm0574341
tt0083420,nm0557716
tt0083422,nm0777442
tt0083422,nm1989361
tt0083422,nm0749161
tt0083422,nm0518773
tt0083422,nm0227704
tt0083424,nm0304461
tt0083424,nm0790328
tt0083424,nm0919006
tt0083424,nm0348415
tt0083424,nm0551187
tt0083424,nm0718165
tt0083424,nm0505654
tt0083424,nm0640847
tt0083424,nm0144372
tt0083424,nm0388886
tt0083424,nm0989558
tt0083424,nm2303156
tt0083424,nm0850862
tt0083424,nm0938271
tt0083428,nm0022492
tt0083428,nm0119423
tt0083428,nm0625316
tt0083428,nm0846884
tt0083429,nm0281291
tt0083429,nm0943481
tt0083430,nm0714184
tt0083430,nm0548808
tt0083430,nm0114948
tt0083430,nm0480456
tt0083430,nm0664632
tt0083430,nm0973838
tt0083430,nm0227704
tt0083430,nm0956002
tt0083430,nm0456158
tt0083430,nm0498278
tt0083430,nm0228492
tt0083433,nm0304665
tt0083433,nm0005190
tt0083433,nm0242857
tt0083433,nm0366549
tt0083433,nm1006255
tt0083433,nm0742056
tt0083433,nm0872621
tt0083433,nm0066703
tt0083433,nm0081065
tt0083433,nm0111771
tt0083433,nm0161519
tt0083433,nm0248859
tt0083433,nm0288848
tt0083433,nm0334671
tt0083433,nm0457698
tt0083433,nm0506062
tt0083433,nm0579854
tt0083433,nm0639434
tt0083433,nm0647615
tt0083433,nm0744976
tt0083433,nm0792109
tt0083433,nm0912968
tt0083433,nm0846520
tt0083435,nm0776946
tt0083435,nm0602037
tt0083435,nm0177845
tt0083435,nm0007275
tt0083435,nm3925541
tt0083435,nm0078321
tt0083435,nm3369126
tt0083437,nm0488991
tt0083437,nm0288021
tt0083437,nm0319484
tt0083437,nm0376658
tt0083437,nm0227512
tt0083437,nm0338936
tt0083437,nm0645640
tt0083437,nm0773251
tt0083437,nm0762561
tt0083437,nm0035953
tt0083437,nm0204456
tt0083437,nm0103784
tt0083437,nm0018389
tt0083437,nm0211823
tt0083437,nm13205044
tt0083437,nm0777291
tt0083437,nm0319288
tt0083437,nm0017747
tt0083437,nm0441859
tt0083437,nm1434256
tt0083437,nm0122731
tt0083437,nm0045844
tt0083437,nm0364922
tt0083437,nm0991370
tt0083437,nm1075295
tt0083437,nm0002445
tt0083437,nm0790433
tt0083437,nm0844214
tt0083437,nm0286734
tt0083437,nm3151052
tt0083437,nm0817426
tt0083437,nm0854358
tt0083437,nm0908997
tt0083437,nm0051004
tt0083437,nm0068732
tt0083437,nm0228947
tt0083437,nm0295047
tt0083437,nm0588537
tt0083437,nm0613323
tt0083437,nm0638258
tt0083437,nm0737370
tt0083437,nm0792561
tt0083437,nm0938574
tt0083437,nm0166186
tt0083437,nm0004520
tt0083437,nm0991357
tt0083437,nm0390872
tt0083437,nm0588475
tt0083437,nm0597066
tt0083437,nm0735289
tt0083437,nm0825578
tt0083437,nm2355657
tt0083437,nm0917009
tt0083437,nm0126327
tt0083437,nm0276333
tt0083437,nm0442200
tt0083437,nm0471352
tt0083437,nm0487049
tt0083437,nm0741676
tt0083437,nm3258753
tt0083437,nm0853010
tt0083437,nm0382692
tt0083438,nm0954882
tt0083441,nm0001468
tt0083441,nm0612301
tt0083441,nm0640840
tt0083441,nm1180168
tt0083441,nm0552495
tt0083441,nm0867690
tt0083441,nm0926938
tt0083441,nm0169694
tt0083441,nm0336226
tt0083441,nm0192847
tt0083441,nm0122427
tt0083441,nm0720304
tt0083441,nm0254402
tt0083441,nm1447614
tt0083441,nm0548582
tt0083441,nm0950085
tt0083441,nm0272324
tt0083441,nm0691154
tt0083441,nm0354863
tt0083441,nm0799995
tt0083441,nm0996101
tt0083441,nm0106563
tt0083441,nm0583127
tt0083441,nm0303991
tt0083441,nm0698795
tt0083441,nm0235999
tt0083441,nm1602466
tt0083441,nm0946944
tt0083441,nm0356025
tt0083441,nm1008022
tt0083441,nm0065637
tt0083441,nm0142620
tt0083441,nm0780051
tt0083441,nm0298858
tt0083441,nm0444517
tt0083441,nm0716926
tt0083441,nm0331212
tt0083441,nm1096215
tt0083441,nm1115430
tt0083441,nm1116795
tt0083441,nm2089364
tt0083441,nm0996024
tt0083441,nm1633087
tt0083441,nm1140596
tt0083441,nm0606886
tt0083444,nm0040596
tt0083444,nm0188349
tt0083444,nm0276248
tt0083444,nm0283222
tt0083444,nm1571181
tt0083444,nm0325882
tt0083444,nm0397153
tt0083444,nm0601964
tt0083444,nm0611637
tt0083444,nm0727760
tt0083444,nm0761163
tt0083444,nm0912940
tt0083446,nm0124878
tt0083446,nm0479433
tt0083446,nm0598855
tt0083447,nm0330383
tt0083447,nm0917009
tt0083447,nm0002417
tt0083447,nm0279690
tt0083447,nm0791863
tt0083447,nm0166186
tt0083447,nm0176702
tt0083447,nm0107386
tt0083447,nm0081370
tt0083447,nm0007122
tt0083447,nm0018563
tt0083447,nm0176640
tt0083447,nm0126175
tt0083447,nm0200671
tt0083447,nm0219551
tt0083447,nm0376658
tt0083447,nm3903147
tt0083447,nm0556169
tt0083447,nm0705722
tt0083447,nm0872379
tt0083447,nm0018389
tt0083447,nm0286734
tt0083447,nm0678758
tt0083447,nm1465967
tt0083447,nm0943989
tt0083447,nm0283033
tt0083447,nm0330423
tt0083447,nm0357730
tt0083447,nm0247375
tt0083447,nm0989181
tt0083447,nm4343827
tt0083447,nm0730500
tt0083447,nm0926357
tt0083447,nm1512285
tt0083449,nm0001589
tt0083450,nm0228772
tt0083450,nm0560816
tt0083450,nm0561041
tt0083450,nm0607676
tt0083450,nm0897740
tt0083450,nm0690830
tt0083450,nm0841522
tt0083450,nm0888979
tt0083450,nm0239032
tt0083450,nm0418116
tt0083450,nm0579912
tt0083450,nm0783450
tt0083452,nm0656181
tt0083452,nm2448084
tt0083452,nm0995220
tt0083452,nm1987930
tt0083452,nm2476563
tt0083452,nm0690598
tt0083452,nm2210311
tt0083452,nm1012784
tt0083452,nm0656823
tt0083452,nm2447667
tt0083452,nm0999530
tt0083452,nm2454671
tt0083452,nm0654129
tt0083452,nm1089128
tt0083452,nm3673029
tt0083452,nm2451196
tt0083452,nm3271428
tt0083452,nm3951212
tt0083452,nm4184128
tt0083452,nm4440365
tt0083452,nm0281100
tt0083452,nm4987782
tt0083452,nm2477095
tt0083452,nm2458257
tt0083452,nm3008417
tt0083452,nm0077023
tt0083452,nm4324882
tt0083452,nm4115136
tt0083452,nm1878510
tt0083452,nm2468942
tt0083452,nm2290485
tt0083452,nm2391657
tt0083452,nm1701353
tt0083452,nm1807907
tt0083452,nm1597897
tt0083452,nm1857145
tt0083452,nm3810830
tt0083452,nm3665334
tt0083452,nm1521546
tt0083452,nm4134482
tt0083452,nm0013078
tt0083452,nm7249254
tt0083452,nm0355652
tt0083452,nm1892909
tt0083452,nm2448257
tt0083452,nm2363050
tt0083452,nm1203551
tt0083452,nm2608520
tt0083452,nm2624704
tt0083452,nm2012336
tt0083452,nm2334689
tt0083452,nm2110908
tt0083452,nm1564617
tt0083452,nm2448634
tt0083452,nm3385708
tt0083452,nm3258503
tt0083452,nm0772092
tt0083452,nm0431049
tt0083452,nm11642752
tt0083452,nm1761073
tt0083452,nm3327482
tt0083452,nm0266288
tt0083452,nm0606930
tt0083452,nm0758456
tt0083452,nm0871272
tt0083452,nm3314267
tt0083452,nm2432737
tt0083452,nm0456232
tt0083452,nm4107386
tt0083452,nm0163682
tt0083452,nm1849892
tt0083452,nm1445359
tt0083452,nm0631473
tt0083452,nm0849712
tt0083452,nm2449695
tt0083452,nm2445754
tt0083452,nm2478707
tt0083452,nm2445976
tt0083452,nm1630422
tt0083452,nm1557312
tt0083452,nm2449267
tt0083452,nm1194397
tt0083452,nm0533863
tt0083452,nm1599340
tt0083452,nm0077384
tt0083452,nm1584363
tt0083452,nm2589901
tt0083452,nm2477936
tt0083452,nm3479934
tt0083452,nm0647431
tt0083452,nm0095589
tt0083452,nm1317255
tt0083452,nm2445448
tt0083452,nm0106373
tt0083452,nm2347965
tt0083452,nm0515753
tt0083452,nm0519031
tt0083452,nm0718624
tt0083452,nm0792636
tt0083452,nm2375711
tt0083452,nm2448524
tt0083452,nm1415281
tt0083452,nm1852300
tt0083452,nm0661401
tt0083452,nm2466989
tt0083452,nm1970623
tt0083452,nm0932766
tt0083452,nm2467171
tt0083452,nm2558932
tt0083452,nm0428194
tt0083452,nm0446701
tt0083452,nm2404212
tt0083452,nm2050344
tt0083452,nm1038431
tt0083452,nm1191212
tt0083452,nm2016753
tt0083452,nm0253696
tt0083452,nm1564649
tt0083452,nm1707259
tt0083452,nm0442147
tt0083452,nm2460920
tt0083452,nm1349581
tt0083452,nm3008960
tt0083452,nm3010539
tt0083452,nm1537169
tt0083452,nm3009064
tt0083452,nm3397206
tt0083452,nm3419690
tt0083452,nm1081337
tt0083452,nm3283051
tt0083452,nm2460230
tt0083452,nm2462428
tt0083452,nm4095578
tt0083452,nm2834143
tt0083452,nm4095087
tt0083452,nm1860749
tt0083452,nm0718909
tt0083452,nm4095287
tt0083452,nm4373968
tt0083452,nm4095321
tt0083452,nm4774073
tt0083452,nm1988148
tt0083452,nm0926584
tt0083452,nm1628415
tt0083452,nm3714329
tt0083452,nm4372695
tt0083452,nm3941506
tt0083452,nm2369751
tt0083452,nm0850413
tt0083452,nm2432328
tt0083452,nm0119370
tt0083452,nm1312876
tt0083452,nm3425295
tt0083452,nm0741997
tt0083452,nm2417789
tt0083452,nm3275804
tt0083452,nm1439344
tt0083452,nm1457165
tt0083452,nm5036177
tt0083452,nm3462321
tt0083452,nm2994265
tt0083452,nm7274241
tt0083452,nm4335326
tt0083452,nm2761692
tt0083452,nm0244934
tt0083452,nm3625110
tt0083452,nm7498698
tt0083452,nm3562086
tt0083452,nm2563127
tt0083452,nm1637765
tt0083452,nm4457069
tt0083452,nm2330529
tt0083452,nm2614197
tt0083452,nm4955632
tt0083452,nm12246738
tt0083452,nm1423190
tt0083452,nm1158139
tt0083452,nm4896032
tt0083452,nm4895344
tt0083452,nm2460741
tt0083452,nm6875179
tt0083452,nm4867775
tt0083452,nm2448860
tt0083452,nm3100451
tt0083454,nm0005190
tt0083454,nm0800319
tt0083454,nm0304665
tt0083454,nm0745237
tt0083454,nm0244760
tt0083454,nm0267976
tt0083454,nm0852729
tt0083454,nm0142292
tt0083454,nm0824780
tt0083454,nm0839372
tt0083454,nm0839379
tt0083454,nm0860544
tt0083454,nm0053049
tt0083454,nm0435606
tt0083454,nm3445280
tt0083454,nm0743514
tt0083454,nm0069547
tt0083454,nm0072396
tt0083454,nm0306932
tt0083454,nm0335603
tt0083454,nm0588912
tt0083454,nm0639434
tt0083454,nm8881104
tt0083454,nm0798800
tt0083454,nm0846520
tt0083455,nm0888345
tt0083455,nm0414412
tt0083455,nm0592400
tt0083455,nm0355329
tt0083455,nm0212703
tt0083455,nm0873336
tt0083455,nm0298178
tt0083455,nm0690343
tt0083455,nm0550869
tt0083455,nm0070534
tt0083455,nm0210580
tt0083455,nm0379126
tt0083455,nm0943832
tt0083455,nm0070535
tt0083455,nm0250701
tt0083455,nm0813392
tt0083455,nm0410533
tt0083455,nm0654179
tt0083455,nm0325261
tt0083455,nm0349897
tt0083455,nm0338043
tt0083455,nm0690068
tt0083455,nm0928193
tt0083455,nm0494983
tt0083455,nm0840380
tt0083455,nm0548582
tt0083455,nm0132116
tt0083455,nm0601544
tt0083455,nm0480379
tt0083455,nm0402996
tt0083455,nm0798983
tt0083455,nm0105944
tt0083455,nm0450793
tt0083455,nm0450805
tt0083455,nm0507330
tt0083455,nm0560894
tt0083455,nm0674268
tt0083455,nm0718165
tt0083455,nm0851392
tt0083455,nm0895408
tt0083455,nm0295099
tt0083455,nm0549107
tt0083455,nm0672689
tt0083455,nm0017620
tt0083455,nm0698350
tt0083455,nm3187030
tt0083455,nm0064796
tt0083455,nm0067965
tt0083455,nm0303821
tt0083455,nm0434582
tt0083455,nm0882973
tt0083455,nm0941041
tt0083455,nm0167312
tt0083455,nm0366248
tt0083455,nm0470691
tt0083455,nm0505654
tt0083455,nm3186384
tt0083455,nm0518212
tt0083455,nm0672198
tt0083455,nm0251328
tt0083455,nm0695902
tt0083455,nm0393316
tt0083455,nm0680725
tt0083455,nm1134390
tt0083455,nm0829421
tt0083455,nm0839966
tt0083455,nm0503601
tt0083455,nm0447260
tt0083455,nm0119997
tt0083455,nm0348427
tt0083455,nm0454635
tt0083455,nm0781576
tt0083455,nm0954649
tt0083455,nm0463123
tt0083455,nm0343440
tt0083455,nm0780051
tt0083455,nm0642591
tt0083455,nm0027526
tt0083455,nm0590312
tt0083456,nm0578697
tt0083456,nm0836142
tt0083461,nm0234837
tt0083461,nm1136565
tt0083461,nm0561026
tt0083464,nm0492626
tt0083464,nm0492954
tt0083464,nm2631812
tt0083464,nm0137547
tt0083464,nm0888538
tt0083465,nm0957930
tt0083466,nm0000720
tt0083466,nm0409361
tt0083466,nm0592676
tt0083466,nm0824780
tt0083466,nm0860544
tt0083466,nm0943237
tt0083466,nm0001878
tt0083466,nm0958387
tt0083466,nm0698493
tt0083466,nm0404866
tt0083466,nm0919154
tt0083467,nm0211823
tt0083467,nm0051194
tt0083467,nm0071790
tt0083467,nm0247375
tt0083467,nm0933249
tt0083467,nm1075295
tt0083467,nm0844214
tt0083467,nm0335411
tt0083467,nm0487049
tt0083467,nm0227512
tt0083467,nm0140170
tt0083467,nm0791183
tt0083467,nm0122731
tt0083467,nm0279220
tt0083467,nm0338936
tt0083467,nm0000479
tt0083467,nm0588537
tt0083467,nm0561026
tt0083467,nm0173819
tt0083467,nm0428751
tt0083467,nm2610948
tt0083467,nm0791044
tt0083467,nm0851392
tt0083468,nm0042509
tt0083468,nm0118018
tt0083468,nm0296618
tt0083468,nm0370058
tt0083468,nm0428478
tt0083468,nm0439922
tt0083468,nm0666875
tt0083468,nm0772391
tt0083470,nm0125111
tt0083470,nm0322327
tt0083470,nm0578536
tt0083470,nm0449438
tt0083470,nm0936210
tt0083470,nm0501890
tt0083470,nm0757218
tt0083470,nm0507163
tt0083470,nm0485255
tt0083470,nm0076820
tt0083470,nm0829739
tt0083470,nm0957453
tt0083470,nm0139111
tt0083470,nm0938305
tt0083470,nm0594174
tt0083470,nm0059961
tt0083470,nm0211315
tt0083470,nm0172628
tt0083470,nm0550896
tt0083470,nm0489659
tt0083470,nm0166018
tt0083470,nm0825324
tt0083470,nm0035557
tt0083470,nm0325882
tt0083470,nm0467813
tt0083470,nm0498841
tt0083470,nm0528098
tt0083470,nm0624246
tt0083470,nm0660865
tt0083470,nm0742997
tt0083470,nm0808043
tt0083470,nm0330838
tt0083470,nm0465199
tt0083470,nm1055971
tt0083470,nm0819388
tt0083470,nm1057772
tt0083470,nm2176918
tt0083470,nm0635873
tt0083470,nm0762976
tt0083470,nm0002445
tt0083470,nm0000258
tt0083470,nm0335521
tt0083470,nm0941234
tt0083473,nm0903884
tt0083473,nm0507137
tt0083473,nm0297281
tt0083473,nm0095590
tt0083473,nm0835799
tt0083473,nm6345168
tt0083473,nm1002561
tt0083473,nm0637498
tt0083473,nm0281310
tt0083473,nm0762727
tt0083473,nm0744575
tt0083473,nm0355074
tt0083473,nm0472182
tt0083473,nm8552309
tt0083473,nm2547120
tt0083474,nm0196739
tt0083474,nm0228772
tt0083474,nm1084207
tt0083474,nm0258209
tt0083474,nm0314153
tt0083474,nm1088303
tt0083474,nm0353673
tt0083474,nm0428751
tt0083474,nm0448748
tt0083474,nm0504327
tt0083474,nm0748429
tt0083474,nm0761902
tt0083474,nm0783450
tt0083474,nm1088324
tt0083475,nm0503158
tt0083475,nm0262494
tt0083475,nm0239032
tt0083475,nm0146902
tt0083475,nm0690830
tt0083475,nm0841522
tt0083475,nm0897740
tt0083475,nm0196739
tt0083475,nm0258209
tt0083475,nm1088303
tt0083475,nm0448748
tt0083475,nm0428751
tt0083475,nm0539315
tt0083475,nm0644727
tt0083476,nm0333859
tt0083476,nm1470090
tt0083476,nm0251402
tt0083476,nm0275848
tt0083476,nm0380980
tt0083476,nm1465967
tt0083476,nm0026968
tt0083476,nm0066985
tt0083476,nm0163911
tt0083476,nm7825134
tt0083476,nm0991376
tt0083476,nm0556169
tt0083476,nm0710449
tt0083476,nm1462623
tt0083476,nm0371051
tt0083476,nm0678458
tt0083476,nm0825324
tt0083476,nm0899187
tt0083476,nm0908620
tt0083478,nm0334593
tt0083478,nm1073947
tt0083478,nm0166553
tt0083478,nm0166074
tt0083478,nm0478588
tt0083478,nm0576283
tt0083478,nm0493010
tt0083478,nm7135433
tt0083478,nm0493215
tt0083478,nm0679810
tt0083478,nm0746807
tt0083479,nm0169133
tt0083479,nm0239929
tt0083479,nm0495399
tt0083479,nm0498586
tt0083479,nm0610421
tt0083479,nm0823465
tt0083479,nm0164444
tt0083479,nm0436039
tt0083479,nm0696581
tt0083479,nm0825498
tt0083479,nm0407629
tt0083479,nm0313286
tt0083479,nm0095450
tt0083479,nm0495882
tt0083479,nm0335521
tt0083479,nm0325261
tt0083479,nm0742056
tt0083479,nm0872621
tt0083479,nm1031818
tt0083479,nm0061629
tt0083479,nm0973134
tt0083479,nm0973864
tt0083479,nm0790281
tt0083479,nm0162467
tt0083479,nm0263422
tt0083479,nm0888404
tt0083479,nm0920990
tt0083479,nm0486405
tt0083479,nm0651592
tt0083479,nm0719734
tt0083479,nm1006255
tt0083479,nm3886468
tt0083479,nm2970328
tt0083479,nm0639434
tt0083479,nm0862565
tt0083479,nm2954711
tt0083479,nm0989281
tt0083479,nm0330308
tt0083479,nm0330760
tt0083479,nm1406818
tt0083479,nm0414296
tt0083479,nm2969552
tt0083479,nm0612306
tt0083479,nm0742051
tt0083479,nm0833932
tt0083479,nm0122497
tt0083479,nm0164283
tt0083479,nm0401923
tt0083479,nm0628074
tt0083479,nm0662354
tt0083479,nm0672554
tt0083479,nm2969433
tt0083479,nm1661141
tt0083479,nm1713417
tt0083479,nm1661166
tt0083479,nm0575978
tt0083479,nm1368318
tt0083480,nm0394200
tt0083480,nm0494170
tt0083481,nm0323304
tt0083481,nm0548808
tt0083481,nm0555601
tt0083481,nm0714184
tt0083481,nm0095685
tt0083481,nm0498278
tt0083481,nm0456158
tt0083481,nm0228492
tt0083481,nm0578859
tt0083481,nm4631473
tt0083481,nm0387672
tt0083481,nm0396860
tt0083481,nm0739661
tt0083482,nm0064186
tt0083482,nm0386488
tt0083482,nm0097273
tt0083482,nm0343440
tt0083482,nm0107507
tt0083482,nm0830284
tt0083482,nm0798802
tt0083482,nm0896000
tt0083482,nm0271640
tt0083482,nm0588082
tt0083482,nm0643315
tt0083482,nm0776874
tt0083482,nm0840367
tt0083482,nm0804232
tt0083483,nm0104481
tt0083483,nm0266519
tt0083483,nm0556435
tt0083483,nm0863990
tt0083483,nm0284956
tt0083483,nm0863988
tt0083483,nm0316888
tt0083483,nm0940963
tt0083483,nm0251050
tt0083483,nm0069153
tt0083483,nm0653899
tt0083483,nm0493329
tt0083483,nm0571113
tt0083483,nm0825743
tt0083483,nm1366740
tt0083483,nm0001591
tt0083483,nm0755849
tt0083483,nm3900982
tt0083483,nm0825744
tt0083483,nm0839695
tt0083483,nm0209589
tt0083483,nm0634726
tt0083483,nm0039748
tt0083483,nm0177981
tt0083483,nm2226695
tt0083483,nm0952502
tt0083483,nm0941041
tt0083483,nm0808043
tt0083483,nm0434668
tt0083483,nm0469558
tt0083483,nm0961354
tt0083483,nm0193854
tt0083483,nm0226519
tt0083483,nm0742997
tt0083483,nm0192850
tt0083483,nm0209583
tt0083483,nm0489659
tt0083483,nm0771514
tt0083483,nm0989954
tt0083483,nm0827018
tt0083483,nm5837609
tt0083483,nm0395604
tt0083483,nm0434851
tt0083483,nm0512045
tt0083483,nm0922048
tt0083483,nm0450361
tt0083483,nm0742524
tt0083483,nm2543851
