"('mid',)","('parentMid',)","('seasonNumber',)","('episodeNumber',)"
tt0212293,tt0164295,1,1
tt0212335,tt0090481,5,2
tt0212364,tt0164295,5,7
tt0212382,tt0164295,5,6
tt0212400,tt0164295,2,2
tt0212402,tt0164295,2,1
tt0212429,tt0164295,1,7
tt0212442,tt0164295,1,2
tt0212469,tt0164295,2,5
tt0212509,tt0164295,2,7
tt0212515,tt0164295,6,1
tt0212530,tt0164295,1,10
tt0212619,tt0164295,5,3
tt0212886,tt0164295,3,5
tt0212903,tt1333192,1,1
tt0213227,tt0164295,4,1
tt0213630,tt0165592,2,2
tt0213826,tt0068098,11,16
tt0214145,tt0112167,5,11
tt0214950,tt0118401,2,4
tt0215111,tt0066684,30,5
tt0215238,tt0806910,1,422
tt0215265,tt1511543,3,1
tt0215723,tt0815353,1,1
tt0216186,tt0174432,1,5
tt0216268,tt0806910,1,423
tt0216476,tt1531715,1,8
tt0216480,tt1531715,1,4
tt0216558,tt0111887,5,0
tt0217074,tt0132666,3,6
tt0217533,tt0182587,1,1
tt0217557,tt0250157,1,0
tt0217723,tt0165593,12,1
tt0218121,tt0132666,3,9
tt0218123,tt0159876,28,2
tt0219064,tt5955168,1,1
tt0220021,tt0847709,1,7
tt0220543,tt0080231,1,5
tt0221289,tt0220238,1,1
tt0221533,tt0182408,1,2
tt0221534,tt0182408,1,3
tt0222330,tt0907694,1,31
tt0222429,tt0806910,1,428
tt0223643,tt0463399,3,44
tt0223972,tt0262984,1,0
tt0224223,tt0806910,1,429
tt0227401,tt0092322,7,70
tt0228855,tt12833360,1,2
tt0229488,tt0364151,4,4
tt0229922,tt8127644,1,2
tt0231281,tt7906134,,
tt0232002,tt0132666,3,7
tt0233274,tt0132666,4,13
tt0233322,tt0199184,9,2
tt0234794,tt0118480,1,1
tt0235297,tt5955168,1,5
tt0235298,tt5955168,2,3
tt0235300,tt5955168,2,2
tt0235326,tt0204993,1,0
tt0235681,tt0094525,7,2
tt0236102,tt0251512,1,1
tt0236206,tt0199214,4,2
tt0236523,tt0094525,7,1
tt0237131,tt0364151,7,3
tt0237139,tt0364151,13,6
tt0237610,tt9034532,1,1
tt0238038,tt0132666,3,11
tt0238132,tt0364151,15,8
tt0238962,tt0364151,14,3
tt0238966,tt0092400,10,23
tt0239200,tt1511543,2,1
tt0239488,tt0896232,,
tt0239714,tt0247120,1,1
tt0240075,tt0806910,1,438
tt0240292,tt0185102,2,1
tt0240744,tt0159876,28,4
tt0242664,tt0386989,3,7
tt0243153,tt0867015,1,1
tt0243520,tt0867015,1,2
tt0243665,tt0209557,1,1
tt0244084,tt0046593,34,23
tt0244464,tt5955168,6,3
tt0244558,tt0841927,1,1
tt0244597,tt0841927,1,2
tt0244617,tt0841927,1,26
tt0244952,tt0094525,3,10
tt0245183,tt0094525,5,8
tt0245266,tt0040049,5,23
tt0245545,tt1414347,1,1
tt0246520,tt0364151,15,6
tt0246571,tt0463399,3,9
tt0246786,tt0132666,4,4
tt0247089,tt0283724,1,1
tt0247150,tt0298685,1,1
tt0247707,tt0199214,2,3
tt0248509,tt0088621,16,3
tt0248512,tt0088621,17,1
tt0248619,tt0364151,13,7
tt0248827,tt2392446,,
tt0248829,tt0159876,22,15
tt0248964,tt0243714,1,1
tt0249397,tt0046593,28,19
tt0249442,tt1049304,2,8
tt0249569,tt0166458,12,1
tt0249854,tt2392446,,
tt0249906,tt0199214,2,1
tt0249979,tt0092322,9,24
tt0249983,tt0132666,4,2
tt0250209,tt0092322,11,7
tt0251275,tt0364151,4,7
tt0251382,tt0132666,4,5
tt0251424,tt0243730,,
tt0253113,tt0132666,4,3
tt0253428,tt0165592,8,16
tt0253625,tt15441582,1,21
tt0254430,tt0896232,,
tt0254835,tt0300745,1,1
tt0255518,tt0324723,1,1
tt0255868,tt0335704,11,3
tt0255896,tt0159876,29,2
tt0255902,tt0199184,12,11
tt0256240,tt0159876,21,15
tt0256700,tt0094416,3,11
tt0257489,tt0133302,3,9
tt0258239,tt0806910,1,453
tt0259254,tt5955168,1,4
tt0259256,tt0364151,15,1
tt0259336,tt5955168,1,2
tt0262012,tt0159876,21,13
tt0262744,tt15441582,1,9
tt0262845,tt1511543,4,1
tt0263281,tt0896667,1,1
tt0263282,tt0896667,1,2
tt0263477,tt0112022,1,1
tt0263634,tt0132666,4,10
tt0263690,tt0167644,1,2
tt0264397,tt0146386,,
tt0264679,tt0456786,,
tt0265996,tt8013750,,
tt0265997,tt8013750,,
tt0265998,tt8013750,,
tt0266213,tt0055708,30,120
tt0266854,tt0112123,1,8
tt0267384,tt0132666,44,8
tt0267392,tt0149314,10,4
tt0267588,tt0896232,,
tt0267593,tt0896232,,
tt0268224,tt5955168,2,4
tt0268225,tt5955168,2,5
tt0268226,tt5955168,2,1
tt0268328,tt0364151,7,2
tt0268597,tt15441582,1,7
tt0268598,tt15441582,1,15
tt0268599,tt15441582,1,5
tt0268600,tt15441582,1,14
tt0268601,tt15441582,1,18
tt0268602,tt15441582,1,13
tt0268603,tt15441582,1,17
tt0268604,tt15441582,1,6
tt0268605,tt15441582,1,16
tt0268606,tt15441582,1,8
tt0268607,tt15441582,1,1
tt0268608,tt15441582,1,11
tt0268609,tt15441582,1,19
tt0268610,tt15441582,1,12
tt0268611,tt15441582,1,3
tt0268612,tt15441582,1,20
tt0268679,tt0806910,1,458
tt0268920,tt0364151,15,3
tt0269531,tt1729107,1,5
tt0269832,tt0847709,1,9
tt0270196,tt0094416,4,1
tt0270365,tt0364151,15,4
tt0270386,tt0960172,1,8
tt0270506,tt0254033,1,6
tt0270870,tt0159876,28,3
tt0270904,tt0147760,5,1
tt0270906,tt0147760,5,2
tt0270907,tt0147760,5,3
tt0271012,tt0896232,,
tt0271221,tt0806910,1,460
tt0271455,tt3662072,,
tt0272016,tt0075471,5,3
tt0272790,tt0132666,4,9
tt0272831,tt0159876,,
tt0272878,tt0806910,1,461
tt0273868,tt0062591,3,16
tt0274175,tt0080231,1,12
tt0274713,tt0202179,18,6
tt0274914,tt0239195,1,14
tt0275253,tt0080231,1,6
tt0275373,tt0920489,3,1
tt0275434,tt0159876,29,11
tt0275501,tt0080231,1,13
tt0275781,tt0253591,1,2
tt0276085,tt0214341,3,1
tt0276086,tt0214341,3,2
tt0276087,tt0214341,3,3
tt0276089,tt0214341,4,17
tt0276090,tt0214341,4,18
tt0276115,tt0094525,8,1
tt0276272,tt0463399,3,28
tt0276444,tt0364151,15,5
tt0276768,tt0149314,7,3
tt0276808,tt0907683,2,1
tt0277373,tt0131613,4,47
tt0277411,tt1780701,,
tt0277457,tt0094416,13,7
tt0277606,tt0071054,2,19
tt0278085,tt0806910,1,463
tt0278438,tt0199214,6,1
tt0278634,tt0094525,8,2
tt0278707,tt0149314,12,1
tt0278762,tt0806910,1,464
tt0278784,tt0098936,1,1
tt0278910,tt0075472,3,15
tt0278911,tt0075472,3,16
tt0279224,tt0133302,19,5
tt0279411,tt0364151,14,5
tt0279666,tt0132666,4,12
tt0279893,tt0302128,1,0
tt0280263,tt0988820,1,1
tt0280359,tt0441831,1,6
tt0280650,tt0364151,1,10
tt0281229,tt0092322,6,23
tt0281267,tt0806910,1,484
tt0283023,tt0239195,2,16
tt0283164,tt1520788,,
tt0283658,tt0790397,3,12
tt0283862,tt0285332,1,0
tt0283984,tt0283205,1,2
tt0284035,tt12758444,,
tt0284064,tt0283205,1,1
tt0284570,tt0108967,7,1
tt0284614,tt0865856,1,18
tt0285080,tt0094416,7,1
tt0285237,tt1578606,2,4
tt0286229,tt0920489,3,2
tt0286610,tt0244365,1,1
tt0286639,tt0046593,30,15
tt0287423,tt0283205,1,6
tt0287602,tt0318236,1,1
tt0287638,tt0283205,1,4
tt0287996,tt0364151,9,4
tt0288576,tt1729107,1,2
tt0289063,tt0364151,2,5
tt0289612,tt0076987,4,12
tt0289860,tt0105950,6,7
tt0289979,tt0083452,19,1
tt0290529,tt0283205,1,9
tt0290569,tt0283205,1,7
tt0290573,tt0283205,1,8
tt0290683,tt0055683,2,41
tt0290800,tt0283205,1,10
tt0291118,tt1415092,3,3
tt0291446,tt0364151,10,3
tt0291751,tt0096657,1,15
tt0292221,tt0165592,5,15
tt0292497,tt0094525,6,4
tt0293031,tt0083399,9,8
tt0293525,tt0364151,5,1
tt0293812,tt0310455,1,1
tt0294564,tt0132666,44,5
tt0294603,tt0364151,16,1
tt0294706,tt0463399,5,36
tt0295217,tt0297625,5,3
tt0295222,tt0108757,1,1
tt0295231,tt15853444,,
tt0295232,tt15853444,,
tt0295233,tt15853444,,
tt0295356,tt0896232,,
tt0295694,tt0281524,1,0
tt0295942,tt15853444,,
tt0296167,tt0867015,1,3
tt0296273,tt0132666,44,1
tt0296616,tt15853444,,
tt0296838,tt0078680,2,7
tt0297271,tt0318220,6,5
tt0297358,tt0867015,1,4
tt0297421,tt0806910,1,487
tt0297694,tt0092322,,
tt0297710,tt1729107,1,4
tt0297719,tt0364151,15,7
tt0297727,tt0364151,10,1
tt0297748,tt0045415,1,15
tt0297771,tt0092322,,
tt0298049,tt0364151,11,3
tt0298061,tt0066684,31,1
tt0298753,tt0907683,2,3
tt0298857,tt0165042,6,6
tt0299691,tt0497480,5,12
tt0299736,tt0147760,6,1
tt0299946,tt0092322,8,34
tt0300138,tt0176357,8,8
tt0300247,tt0106080,3,14
tt0300983,tt0907683,2,2
tt0301151,tt0147760,6,4
tt0302492,tt0056751,14,17
tt0302614,tt0364151,16,5
tt0303341,tt0316969,1,7
tt0303726,tt0907683,2,4
tt0303727,tt0907683,2,8
tt0303834,tt0294064,,
tt0304434,tt0071003,1,17
tt0304567,tt0806901,31,5
tt0304673,tt0847709,1,10
tt0304784,tt0098924,1,0
tt0304796,tt0806910,1,496
tt0304798,tt0806910,1,498
tt0304800,tt0806910,1,509
tt0304848,tt15441582,1,29
tt0305219,tt0092322,,
tt0306146,tt0463399,2,20
tt0306155,tt0075471,3,9
tt0306530,tt0907683,2,6
tt0306531,tt0907683,2,5
tt0306666,tt1466074,13,5
tt0307017,tt0896232,,
tt0307058,tt0118401,1,1
tt0307125,tt12692984,,
tt0307132,tt0092322,,
tt0307141,tt0286397,1,1
tt0308001,tt0092322,2,3
tt0308305,tt0364151,16,8
tt0308593,tt0312172,1,1
tt0308610,tt1333192,2,3
tt0308611,tt1333192,2,1
tt0308612,tt1333192,2,2
tt0308613,tt1333192,2,4
tt0308800,tt0159876,29,15
tt0309347,tt0199214,3,6
tt0309348,tt0907683,2,7
tt0310602,tt0092322,13,38
tt0310853,tt0046587,1,3
tt0310970,tt0147760,7,1
tt0311339,tt0896232,,
tt0311943,tt12758444,,
tt0312319,tt0092322,9,5
tt0312701,tt0149439,,
tt0312999,tt0146386,,
tt0313116,tt0132666,45,3
tt0313564,tt0092322,10,16
tt0313595,tt0159876,30,3
tt0313652,tt0312209,1,0
tt0313683,tt0806910,1,506
tt0314565,tt0463399,1,1
tt0314743,tt0239195,3,16
tt0315301,tt0092322,,
tt0315407,tt0815352,1,24
tt0315578,tt0199214,2,2
tt0315739,tt0364151,6,3
tt0316142,tt0159876,30,9
tt0317577,tt0463399,6,35
tt0317716,tt11617512,,
tt0317718,tt0988820,1,3
tt0317719,tt0988820,1,2
tt0317724,tt0896232,,
tt0317783,tt0165592,10,5
tt0318017,tt0364151,6,8
tt0318371,tt0497480,6,1
tt0318948,tt0123338,24,4
tt0319109,tt0094416,14,14
tt0319117,tt0463399,4,36
tt0319563,tt0988820,1,4
tt0319564,tt0988820,1,5
tt0320662,tt0176357,12,1
tt0320767,tt0045449,3,6
tt0321720,tt0092322,,
tt0322505,tt0319967,,
tt0322776,tt0896232,,
tt0322826,tt0463399,6,28
tt0323012,tt0820333,1,1
tt0323402,tt0364151,10,5
tt0323543,tt0092322,7,6
tt0323722,tt14895146,,
tt0323900,tt0806910,1,531
tt0324030,tt0132666,44,21
tt0324124,tt0239195,3,15
tt0324593,tt0159876,23,4
tt0325619,tt0094416,10,10
tt0325624,tt0896232,,
tt0325859,tt0159876,25,6
tt0325965,tt0165592,4,16
tt0326245,tt0806910,1,502
tt0326315,tt0094416,10,1
tt0326718,tt15441582,1,30
tt0326844,tt0340474,,
tt0327135,tt0463399,6,5
tt0328377,tt0118363,3,7
tt0329200,tt0132666,5,14
tt0329414,tt0132666,44,18
tt0329659,tt0806910,1,507
tt0330064,tt0092322,,
tt0330093,tt0118273,2,0
tt0330365,tt0046593,8,13
tt0331075,tt0068132,2,2
tt0332161,tt0181266,1,5
tt0332663,tt0320038,1,1
tt0333046,tt0092322,7,26
tt0336627,tt0343230,1,2
tt0337915,tt0080231,1,9
tt0337938,tt0920489,4,1
tt0337955,tt0147760,7,4
tt0337956,tt0147760,7,2
tt0337957,tt0147760,7,3
tt0338144,tt0098929,3,20
tt0338158,tt0092322,,
tt0338465,tt0112182,1,1
tt0338485,tt0806910,1,511
tt0338688,tt0092322,7,45
tt0338689,tt0092322,,
tt0338872,tt0920489,4,2
tt0339205,tt0896232,,
tt0339206,tt0896232,,
tt0339330,tt15441870,1997,1
tt0339442,tt0362357,1,0
tt0339895,tt0985040,4,5
tt0340052,tt0920489,4,3
tt0340388,tt0806910,1,514
tt0341316,tt0920489,4,4
tt0342319,tt0364151,17,8
tt0342716,tt15441870,2002,1
tt0342800,tt0094416,15,6
tt0342866,tt0815353,1,35
tt0342939,tt0364151,17,7
tt0343386,tt0084978,1,1
tt0344160,tt7829286,,
tt0344511,tt1868747,1994,74
tt0344516,tt1780701,,
tt0346845,tt0222545,1,1
tt0346932,tt0132666,44,26
tt0346959,tt0177455,,
tt0347251,tt0896232,,
tt0347287,tt0092322,,
tt0348034,tt0096697,1,1
tt0348758,tt0806910,1,517
tt0349661,tt0159876,31,4
tt0350749,tt0463399,7,7
tt0351109,tt0896232,,
tt0352453,tt0200358,40,12
tt0353107,tt0284718,2,20
tt0353393,tt0132666,45,6
tt0353557,tt0896232,,
tt0353560,tt0896232,,
tt0353628,tt0159876,31,9
tt0354464,tt0497480,3,4
tt0354466,tt0497480,4,4
tt0355341,tt0497480,2,11
tt0356051,tt0081933,1,24
tt0356318,tt0092322,13,13
tt0356474,tt0092322,14,30
tt0357995,tt0820333,5,1
tt0358912,tt0092322,10,5
tt0358913,tt0092322,,
tt0359476,tt0988820,2,1
tt0359480,tt0896232,,
tt0359610,tt0165042,15,3
tt0359827,tt0092322,,
tt0360064,tt0806910,1,527
tt0360330,tt0092322,,
tt0361280,tt0092322,7,46
tt0361281,tt0092322,13,5
tt0361283,tt0092322,7,17
tt0361942,tt0938493,1,1
tt0362393,tt0092322,14,2
tt0362485,tt7829286,,
tt0362515,tt0497480,7,1
tt0362635,tt0200358,12,8
tt0362864,tt0213373,,
tt0363107,tt0239195,4,15
tt0363108,tt0239195,5,15
tt0363118,tt0806910,1,526
tt0363346,tt0896232,,
tt0363600,tt0235918,3,9
tt0363722,tt0094416,5,4
tt0364423,tt0400037,1,1
tt0364437,tt0367344,1,1
tt0364894,tt1511543,7,1
tt0364919,tt0092322,16,2
tt0365015,tt0288347,,
tt0365495,tt0096657,1,7
tt0365559,tt0149314,4,13
tt0366135,tt0092322,,
tt0367555,tt0364151,19,7
tt0367615,tt0497480,3,6
tt0367720,tt0092322,8,47
tt0368147,tt0200358,40,10
tt0368556,tt0092322,,
tt0368744,tt0057751,1,0
tt0368922,tt0388574,,
tt0369198,tt0092322,,
tt0369648,tt1729107,1,1
tt0370246,tt0092322,,
tt0370247,tt0092322,,
tt0370249,tt0092322,,
tt0370418,tt5955168,3,3
tt0370952,tt0463399,7,30
tt0370987,tt13019570,1,1
tt0371298,tt0806910,1,535
tt0372513,tt0094416,15,11
tt0372745,tt0092322,,
tt0372746,tt0092322,7,43
tt0373043,tt0092322,8,2
tt0374477,tt4505410,1,1
tt0375515,tt4505410,1,2
tt0375525,tt0092322,6,1
tt0375840,tt0988820,2,4
tt0376456,tt0092322,,
tt0376457,tt0092322,,
tt0376458,tt0092322,,
tt0376525,tt0159876,,
tt0377047,tt0200358,8,13
tt0380449,tt0896232,,
tt0381123,tt0318220,10,2
tt0381710,tt0206501,29,7
tt0382516,tt0092322,,
tt0382747,tt0409570,1,1
tt0382756,tt0896232,,
tt0383645,tt1190823,1,1
tt0385189,tt5724532,1,26
tt0385274,tt0806910,1,540
tt0385275,tt0806910,1,552
tt0385276,tt0806910,1,564
tt0386068,tt0806910,1,543
tt0386092,tt1781127,,
tt0386283,tt0364151,18,1
tt0386607,tt15441870,2003,1
tt0387008,tt0092322,,
tt0387300,tt0043208,6,11
tt0387830,tt0364151,18,2
tt0388457,tt0806910,1,566
tt0388673,tt0092322,,
tt0388815,tt0364151,18,3
tt0388941,tt0094416,17,2
tt0389037,tt0896232,,
tt0389437,tt0806910,1,542
tt0390299,tt0094416,17,11
tt0391484,tt0806910,1,551
tt0392388,tt0318220,7,1
tt0392875,tt0117248,1,3
tt0392952,tt0094525,9,1
tt0393019,tt0092322,9,77
tt0393020,tt0092322,,
tt0393440,tt1594770,1,14
tt0393602,tt0094525,9,4
tt0394000,tt0092312,4,15
tt0394014,tt0055657,1,15
tt0394015,tt0055657,1,7
tt0394016,tt0055657,2,20
tt0394017,tt0055657,2,21
tt0394018,tt0055657,2,29
tt0394019,tt0055657,2,22
tt0394020,tt0055657,2,14
tt0394021,tt0055657,1,9
tt0394022,tt0055657,2,5
tt0394023,tt0055657,2,32
tt0394024,tt0055657,1,13
tt0394025,tt0055657,2,8
tt0394026,tt0055657,1,5
tt0394027,tt0055657,3,2
tt0394028,tt0055657,3,23
tt0394029,tt0055657,3,11
tt0394030,tt0055657,3,12
tt0394031,tt0055657,1,29
tt0394032,tt0055657,1,10
tt0394033,tt0055657,1,30
tt0394034,tt0055657,3,20
tt0394035,tt0055657,1,27
tt0394036,tt0055657,1,32
tt0394037,tt0055657,1,22
tt0394038,tt0055657,2,9
tt0394039,tt0055657,1,2
tt0394040,tt0055657,2,16
tt0394041,tt0055657,2,18
tt0394042,tt0055657,3,14
tt0394043,tt0055657,1,6
tt0394044,tt0055657,1,17
tt0394045,tt0055657,2,24
tt0394046,tt0055657,2,10
tt0394047,tt0055657,1,12
tt0394048,tt0055657,2,1
tt0394049,tt0055657,1,8
tt0394050,tt0055657,2,11
tt0394051,tt0055657,1,4
tt0394052,tt0055657,1,21
tt0394053,tt0055657,2,31
tt0394054,tt0055657,2,17
tt0394055,tt0055657,1,28
tt0394056,tt0055657,3,4
tt0394057,tt0055657,1,23
tt0394058,tt0055657,3,6
tt0394059,tt0055657,1,25
tt0394060,tt0055657,2,13
tt0394061,tt0055657,2,23
tt0394062,tt0055657,3,7
tt0394063,tt0055657,3,10
tt0394064,tt0055657,3,8
tt0394065,tt0055657,3,26
tt0394066,tt0055657,2,19
tt0394067,tt0055657,2,2
tt0394068,tt0055657,2,15
tt0394069,tt0055657,3,28
tt0394070,tt0055657,1,3
tt0394071,tt0055657,2,6
tt0394072,tt0055657,3,29
tt0394073,tt0055657,3,16
tt0394074,tt0055657,2,25
tt0394075,tt0055657,1,26
tt0394076,tt0055657,1,20
tt0394077,tt0055657,3,21
tt0394078,tt0055657,1,1
tt0394079,tt0055657,3,24
tt0394080,tt0055657,3,1
tt0394081,tt0055657,1,11
tt0394082,tt0055657,1,31
tt0394083,tt0055657,2,30
tt0394084,tt0055657,3,27
tt0394085,tt0055657,3,5
tt0394086,tt0055657,2,27
tt0394087,tt0055657,1,24
tt0394088,tt0055657,2,7
tt0394089,tt0055657,1,18
tt0394090,tt0055657,2,26
tt0394091,tt0055657,1,14
tt0394092,tt0055657,2,3
tt0394093,tt0055657,3,15
tt0394094,tt0055657,3,22
tt0394095,tt0055657,2,12
tt0394096,tt0055657,1,19
tt0394097,tt0055657,3,18
tt0394098,tt0055657,3,9
tt0394099,tt0055657,3,17
tt0394100,tt0055657,3,19
tt0394101,tt0055657,3,3
tt0394102,tt0055657,1,16
tt0394103,tt0055657,3,13
tt0394104,tt0055657,2,28
tt0394105,tt0055657,3,25
tt0394106,tt0055657,2,4
tt0394112,tt0088478,2,16
tt0394122,tt0103352,5,1
tt0394152,tt0096542,5,3
tt0394153,tt0096542,5,5
tt0394155,tt0096542,1,12
tt0394157,tt0096542,5,4
tt0394158,tt0096542,6,15
tt0394159,tt0096542,6,14
tt0394167,tt0096542,2,14
tt0394168,tt0096542,1,19
tt0394169,tt0096542,2,20
tt0394170,tt0096542,4,4
tt0394176,tt0096542,2,17
tt0394179,tt0096542,4,11
tt0394183,tt0096542,4,14
tt0394184,tt0096542,4,15
tt0394188,tt0096542,1,9
tt0394189,tt0096542,1,8
tt0394190,tt0096542,3,11
tt0394192,tt0096542,6,13
tt0394199,tt0096542,1,6
tt0394200,tt0096542,1,17
tt0394203,tt0096542,1,21
tt0394204,tt0096542,2,5
tt0394206,tt0096542,4,17
tt0394207,tt0096542,3,22
tt0394214,tt0096542,6,16
tt0394218,tt0096542,2,21
tt0394223,tt0096542,4,22
tt0394225,tt0096542,1,2
tt0394229,tt0096542,1,13
tt0394238,tt0096542,2,11
tt0394239,tt0096542,1,1
tt0394241,tt0096542,4,9
tt0394242,tt0096542,3,13
tt0394244,tt0096542,3,21
tt0394248,tt0096542,6,6
tt0394252,tt0096542,4,20
tt0394254,tt0096542,3,10
tt0394259,tt0096542,5,1
tt0394260,tt0096542,5,2
tt0394261,tt0096542,2,19
tt0394263,tt0096542,4,3
tt0394265,tt0096542,3,9
tt0394266,tt0096542,3,12
tt0394270,tt0096542,1,4
tt0394271,tt0096542,4,16
tt0394273,tt0096542,2,4
tt0394274,tt0096542,1,15
tt0394279,tt0096542,2,1
tt0394280,tt0096542,2,2
tt0394282,tt0096542,2,16
tt0394283,tt0096542,1,20
tt0394284,tt0096542,2,3
tt0394287,tt0096542,3,5
tt0394288,tt0096542,3,7
tt0394289,tt0096542,2,6
tt0394290,tt0096542,3,8
tt0394293,tt0096542,4,1
tt0394294,tt0096542,4,2
tt0394295,tt0096542,4,13
tt0394296,tt0096542,5,9
tt0394298,tt0096542,4,18
tt0394299,tt0096542,2,12
tt0394300,tt0096542,1,11
tt0394303,tt0096542,3,2
tt0394304,tt0096542,1,7
tt0394306,tt0096542,3,4
tt0394308,tt0096542,5,21
tt0394310,tt0096542,2,7
tt0394312,tt0096542,2,15
tt0394314,tt0096542,4,12
tt0394315,tt0096542,1,3
tt0394316,tt0096542,5,15
tt0394317,tt0096542,1,18
tt0394320,tt0096542,2,18
tt0394322,tt0096542,3,19
tt0394323,tt0096542,3,20
tt0394324,tt0096542,1,10
tt0394325,tt0096542,5,6
tt0394326,tt0096542,3,6
tt0394327,tt0096542,5,11
tt0394328,tt0096542,5,12
tt0394329,tt0096542,1,5
tt0394330,tt0096542,4,5
tt0394331,tt0096542,1,16
tt0394332,tt0096542,5,7
tt0394333,tt0096542,3,18
tt0394334,tt0096542,3,14
tt0394336,tt0096542,4,8
tt0394337,tt0096542,2,22
tt0394340,tt0096542,6,4
tt0394345,tt0096542,4,6
tt0394346,tt0096542,4,7
tt0394347,tt0096542,3,3
tt0394348,tt0096542,2,8
tt0394352,tt0096542,4,10
tt0394353,tt0096542,3,17
tt0394354,tt0096542,4,21
tt0394355,tt0096542,6,1
tt0394356,tt0096542,6,2
tt0394358,tt0096542,2,9
tt0394359,tt0096542,2,10
tt0394360,tt0096542,3,15
tt0394361,tt0096542,3,16
tt0394362,tt0096542,2,13
tt0394365,tt0096542,1,14
tt0394367,tt0096542,4,19
tt0394388,tt0092322,,
tt0394389,tt0092322,,
tt0394421,tt0101069,5,4
tt0394423,tt0105977,3,4
tt0394424,tt0105977,2,4
tt0394425,tt0105977,3,1
tt0394426,tt0105977,1,1
tt0394427,tt0105977,2,7
tt0394428,tt0105977,1,6
tt0394429,tt0105977,2,1
tt0394430,tt0105977,1,3
tt0394431,tt0105977,3,6
tt0394457,tt0092345,2,1
tt0394544,tt0199214,3,5
tt0394563,tt0118379,1,8
tt0394564,tt0118379,1,11
tt0394581,tt0310455,1,4
tt0394582,tt0310455,1,2
tt0394619,tt0111999,5,15
tt0394620,tt0111999,5,16
tt0394628,tt0261475,2,4
tt0394636,tt0118363,2,7
tt0394637,tt0118363,1,1
tt0394641,tt0108829,4,4
tt0394750,tt0312895,1,2
tt0394752,tt0098844,2,3
tt0394753,tt0098844,3,6
tt0394764,tt0115243,1,1
tt0394765,tt0115243,2,9
tt0394766,tt0115243,2,1
tt0394767,tt0115243,2,11
tt0394768,tt0115243,2,12
tt0394783,tt0118401,6,5
tt0394784,tt0118401,4,5
tt0394785,tt0118401,1,5
tt0394786,tt0118401,3,1
tt0394797,tt0094512,1,18
tt0394798,tt0094512,1,8
tt0394799,tt0094512,3,10
tt0394811,tt0283205,2,6
tt0394814,tt0283205,2,1
tt0394834,tt0071033,1,1
tt0394838,tt0094525,3,7
tt0394842,tt0115320,3,8
tt0394843,tt0115320,2,11
tt0394861,tt0088591,1,6
tt0394887,tt0163492,2,4
tt0394892,tt0279600,1,2
tt0394893,tt0121955,1,1
tt0394903,tt0060028,1,13
tt0394904,tt0060028,1,11
tt0394905,tt0060028,1,8
tt0394906,tt0106145,4,1
tt0394907,tt0106145,7,25
tt0394908,tt0112178,3,16
tt0394909,tt0112178,5,10
tt0394910,tt0112178,5,15
tt0394911,tt0112178,7,24
tt0394912,tt0112178,7,9
tt0394913,tt0112178,4,18
tt0394914,tt0112178,7,11
tt0394915,tt0112178,3,7
tt0394916,tt0112178,7,15
tt0394918,tt0052511,1,27
tt0394920,tt0040051,9,20
tt0394933,tt0096708,5,10
tt0394934,tt0096708,2,1
tt0394935,tt0096708,5,1
tt0394937,tt0096708,3,11
tt0394938,tt0086814,1,4
tt0394946,tt0060036,1,29
tt0394951,tt0098929,1,1
tt0394965,tt0045449,2,14
tt0394976,tt0106168,1,1
tt0394978,tt0068149,2,9
tt0394990,tt0112230,4,21
tt0394998,tt0103586,1,1
tt0394999,tt0103586,2,11
tt0395000,tt0103586,2,8
tt0395178,tt0988820,2,3
tt0395179,tt0988820,2,2
tt0395322,tt0896232,,
tt0395323,tt0896232,,
tt0395324,tt0896232,,
tt0395450,tt1229946,6,10
tt0395475,tt0092322,,
tt0395499,tt0092322,10,22
tt0395518,tt0470646,1,1
tt0395915,tt0092322,,
tt0395917,tt0092322,6,12
tt0395918,tt0092322,9,13
tt0395919,tt0092322,12,4
tt0396310,tt0155428,3,49
tt0396418,tt0092322,7,28
tt0396419,tt0092322,,
tt0396422,tt0815353,1,37
tt0397024,tt0092322,7,55
tt0397025,tt0092322,,
tt0397027,tt0092322,,
tt0397028,tt0092322,9,31
tt0397030,tt0092322,6,16
tt0397031,tt0092322,8,4
tt0397236,tt0092322,8,13
tt0397238,tt0092322,7,77
tt0397239,tt0092322,8,8
tt0397240,tt0092322,8,40
tt0397245,tt0092322,7,14
tt0397249,tt0092322,10,26
tt0397252,tt0092322,,
tt0397254,tt0092322,6,6
tt0397258,tt0092322,9,28
tt0397259,tt0092322,8,93
tt0397261,tt0092322,9,56
tt0397262,tt0092322,6,3
tt0397272,tt0092322,,
tt0397274,tt0092322,,
tt0397283,tt0092322,8,45
tt0397288,tt0092322,7,32
tt0397291,tt0092322,6,21
tt0397294,tt0092322,9,15
tt0397297,tt0092322,10,28
tt0397858,tt0092322,10,38
tt0397861,tt0092322,,
tt0397862,tt0092322,1,6
tt0397866,tt0092322,9,9
tt0397869,tt0092322,,
tt0397870,tt0092322,7,25
tt0397871,tt0092322,7,86
tt0397872,tt0092322,8,39
tt0397873,tt0092322,12,26
tt0397876,tt0092322,4,4
tt0397878,tt0092322,7,40
tt0397880,tt0092322,8,68
tt0397881,tt0092322,8,65
tt0398545,tt0094525,4,2
tt0398643,tt0092322,8,17
tt0398644,tt0092322,7,81
tt0398646,tt0092322,8,15
